Code_commune;type_maison;type_appartement;type_autres
55571;137;8;2
55570;94;9;
31565;432;75;
31564;100;3;
55575;39;2;
80531;50;;
31567;180;4;1
55574;31;;
80530;251;9;
31566;208;4;1
55573;684;103;
31561;1637;667;1
80536;154;;
31560;173;2;2
55579;51;2;
80535;76;;2
31563;531;12;4
55578;71;11;
31562;86;2;
55577;36;1;
80533;1480;1582;5
31569;182;2;3
67550;595;255;4
31568;101;7;2
67551;859;1105;4
80518;186;8;5
80517;91;;
80516;98;;
80515;68;;
55583;108;9;
55582;58;;
55581;61;1;
55580;24;2;
80519;226;27;2
31554;154;4;
80521;110;;4
31553;460;72;2
55586;59;2;3
80520;75;1;
31556;188;1;1
31555;13678;102548;2587
55584;77;2;1
31550;329;21;2
80525;83;;2
80524;245;5;
31552;67;5;3
80523;583;13;1
31551;229;12;
80522;51;;
31558;124;1;
31557;2866;2261;34
31559;18;;
80549;309;9;1
80548;158;;
31543;54;3;1
80554;393;31;
31542;109;1;
80553;133;4;1
31545;122;2;3
80552;571;36;1
31544;250;6;1
80558;104;;
80557;270;11;3
31541;845;805;4
80556;320;3;
31540;117;;
80555;319;3;
31547;2873;767;11
80550;57;;
31546;57;1;
31549;24;;
31548;60;1;
80538;65;;
80537;40;;
31532;49;4;
80543;47;;
31531;52;;1
80542;255;9;
31534;90;5;1
80541;82;;
31533;778;110;
80540;114;4;
80547;94;1;
80546;291;1;
31530;97;3;1
80545;231;3;
80544;101;;
31539;39;;
31536;125;1;
31535;449;12;2
31538;96;1;
31537;78;3;
31521;216;5;1
80576;136;7;
31520;60;;
80575;40;;
31523;735;548;3
80574;43;;
31522;44;1;
80573;194;;
80579;380;15;2
80578;310;;2
80577;78;;1
31529;70;3;
31528;71;3;
31525;240;15;2
80572;171;20;
31524;121;14;
80571;208;34;
31527;65;;1
80570;1566;387;69
31526;2763;904;6
80559;76;;
31510;69;1;
80565;32;;
31512;314;19;2
80563;52;1;
31511;103;2;
80562;80;7;
80569;141;5;
80568;150;1;
80566;169;;
31518;240;4;4
31517;955;153;9
31519;64;4;1
31514;31;;
80561;2284;886;25
31513;228;11;22
80560;97;3;1
31516;660;41;30
31515;195;8;1
55503;81;;
55502;957;535;11
55501;182;11;
55500;340;33;6
55507;117;2;1
55506;19;1;
55505;1030;202;3
55504;185;7;
55509;139;15;1
55508;126;7;1
55510;65;;
55514;262;15;
55512;117;7;2
55511;65;15;
55518;69;7;
55517;247;15;
55516;317;17;
55515;31;2;
55519;525;235;11
67500;582;108;5
67503;75;;
67504;508;100;2
67501;224;16;
67502;85;10;
67507;559;379;1
67508;186;15;
67505;225;5;4
67506;1654;1043;9
67509;170;13;1
55521;116;5;
55520;174;27;
55525;32;1;
55523;82;2;1
55522;55;;2
55528;33;3;
55527;277;71;
55526;128;1;1
67510;154;14;
67511;327;67;2
67514;296;24;
67515;223;24;
67513;94;6;
67519;1824;793;6
67516;276;35;2
67517;272;38;10
55532;129;8;
55531;111;6;1
55530;63;4;
55536;17;2;
55535;35;;
55534;27;;1
55533;791;298;7
55537;36;1;
67521;248;6;
67522;242;23;
67520;1524;1220;6
67525;610;180;3
67526;574;119;
67523;1073;113;
67524;268;13;2
31590;34;2;
67529;1238;321;1
31592;659;24;3
67527;125;9;
31591;61;1;
67528;222;31;2
55543;433;7;
55541;224;15;2
55540;41;1;
55547;54;7;1
31593;50;1;
55546;96;6;
55545;1665;2281;54
55544;72;3;
55549;66;;
67499;194;10;
67497;277;18;1
67498;307;23;1
80477;112;1;3
80476;156;;
31501;182;5;1
80475;116;;2
31500;443;483;2
80474;184;1;
80479;159;1;
80478;70;;
31507;546;202;6
67491;137;13;1
31506;1213;1062;3
67492;244;74;
31509;150;6;29
31508;72;2;1
67490;258;27;
31503;452;108;
67495;1328;715;4
80473;140;;
31502;205;1;
80472;75;;
31505;184;2;1
67493;203;22;6
31504;123;4;
67494;223;18;1
80470;74;;
80466;62;;
80465;99;;
80464;534;2;202
80463;303;1;
80469;81;1;
80468;63;5;
80467;83;4;
80462;144;2;
80461;94;;1
80460;35;;
80499;113;1;
80498;280;4;1
80497;89;2;
80496;102;6;3
80491;35;;
80490;133;;
80495;249;33;2
80494;85;2;1
80493;126;;
80488;785;82;14
80487;47;;
80486;367;2;1
80485;516;19;3
80489;1954;693;33
80480;49;;
80484;166;5;1
80482;68;;
80481;203;2;
16067;219;10;2
16066;418;12;5
41022;127;1;
16065;414;2;7
16064;625;14;5
41020;278;1;1
41027;74;1;1
41026;150;;13
16069;221;5;
41025;672;81;4
16068;404;2;2
41024;162;4;
80628;313;1;1
80627;374;13;2
41029;669;15;1
80626;133;1;
41028;256;2;2
80625;636;34;1
16063;131;;1
16062;63;;1
16061;1630;17;6
16060;260;4;1
80629;51;;
28045;100;3;
53012;225;;
80631;83;;
04079;612;136;4
28046;291;4;2
53013;334;8;
80630;942;160;1
53010;197;;1
53011;337;10;
04074;81;19;3
28049;98;1;
53016;634;47;2
80635;649;24;1
04075;263;21;
53017;440;8;19
80634;354;4;33
04076;380;384;1
28047;333;9;
80633;366;4;14
04077;152;13;2
28048;303;;2
53015;759;9;1
80632;789;452;8
04070;1344;2979;32
04072;51;9;2
53018;577;10;1
04073;426;1742;8
53019;66;1;
28041;99;15;1
28040;141;;
16078;2410;37;3
41012;150;1;
65001;128;27;
16077;238;1;1
16076;509;77;2
41010;485;19;1
65003;134;96;67
16075;113;2;
65002;332;90;1
41016;547;3;5
65005;170;4;1
65004;198;25;3
41014;115;;1
65007;634;28;
16079;194;3;2
41013;153;;2
65006;241;51;
16070;875;197;17
65009;104;4;2
80617;102;17;
41019;49;;1
80616;83;;
41018;3103;7410;245
80615;186;3;2
41017;372;5;3
80614;145;;2
16074;175;1;2
16073;991;218;16
16072;242;11;1
80619;315;;
16071;313;3;
80618;615;4;4
04067;37;4;1
28056;798;11;1
53023;203;3;
80620;2444;1635;9
04068;479;31;5
28057;258;4;1
04069;92;21;1
28054;216;15;1
53021;343;8;1
28055;225;18;
53022;245;4;6
04063;556;69;1
53027;93;1;
80624;116;;
53028;239;4;
80623;163;;
04065;439;27;
28058;195;3;1
53025;453;12;1
80622;504;97;1
04066;228;27;22
28059;690;113;3
53026;191;8;1
80621;322;11;
04061;589;217;
53029;609;4;1
04062;161;136;1
28052;365;3;
28053;122;;
28050;140;12;2
28051;1997;609;6
16045;162;;1
41001;96;1;
65012;60;;
16044;152;3;1
65011;80;1;
65014;34;2;
16042;88;1;
65013;31;;
16049;295;5;1
65016;74;1;1
16048;80;1;
41004;174;4;30
65015;58;2;
16047;145;4;1
41003;262;23;1
65018;120;3;
16046;561;70;4
41002;443;10;
65017;217;813;3
41009;313;8;
41008;343;38;4
65019;251;10;
80649;2056;548;833
28029;163;1;
41007;394;12;1
80648;51;;
41006;230;7;
80647;115;;
16041;79;;
53030;140;2;2
16040;178;1;1
53031;208;1;
28023;569;43;2
53034;2481;119;34
77001;592;5;
28024;622;70;
53035;239;2;
77002;337;25;40
80652;337;;
28021;676;19;2
77003;185;1;1
80651;136;;1
28022;493;5;
53033;51;;2
77004;132;3;
80650;282;4;3
04096;583;735;3
28027;802;42;1
53038;109;;
77005;1045;291;15
80657;145;;
04097;235;52;
28028;139;;1
53039;761;69;
77006;437;10;
80656;459;52;17
28025;48;1;
53036;503;3;3
77007;153;1;1
80655;208;1;1
04099;127;21;
28026;123;4;
53037;321;;
77008;329;77;9
80654;278;11;
04092;107;32;6
77009;69;;
04093;49;16;5
04094;1461;2593;26
04095;83;2;1
04090;225;15;
65010;98;3;
04091;32;11;1
16056;394;6;3
65023;30;;
16055;421;;2
65022;97;8;2
16054;129;;
65025;1068;1267;14
16053;70;;
65024;70;1;
16059;107;;2
65026;46;4;
16058;687;7;3
65029;320;51;17
16057;178;11;6
65028;96;23;
80639;528;11;13
80638;47;;
80637;130;;6
16052;172;1;
53041;133;4;1
53042;461;3;3
16050;141;1;
53040;285;18;2
28034;348;9;11
53045;290;5;1
80642;136;;
28035;429;12;
53046;138;1;
28032;157;2;1
53043;254;;
80640;114;;1
28033;424;19;
04085;39;2;
28038;85;;
53049;260;;1
80646;40;;
04086;220;49;1
28039;650;65;2
80645;231;1;
04087;104;2;1
28036;396;13;2
53047;185;1;
80644;302;5;2
04088;1864;1256;12
28037;190;7;1
53048;582;42;18
80643;221;6;
04081;533;86;37
04084;369;34;9
28030;149;;
28031;268;6;
65021;251;27;20
65020;103;18;
16023;415;9;6
65034;36;;
65033;75;5;3
65036;120;9;2
16020;232;35;2
65035;229;6;1
16027;84;;
65038;15;1;
16026;631;5;3
65037;48;1;
16025;661;50;4
16024;256;;
65039;44;2;
28009;34;;
28007;1091;300;
28008;102;;
80669;153;1;
53052;176;7;
04039;1067;586;11
53053;351;2;
77020;281;6;2
77021;81;1;3
53051;330;16;
77022;711;102;
04034;446;90;6
28001;913;78;16
53056;352;25;1
77023;113;;
80675;62;1;
04035;142;55;5
53057;280;4;
77024;154;4;2
80674;1411;312;5
04036;474;52;1
53054;2198;291;6
77025;427;10;8
80673;87;;1
04037;69;4;
53055;342;18;1
77026;173;;1
80672;278;22;1
04030;81;1;11
28005;362;7;1
77027;523;32;4
80679;277;1;2
04031;350;43;1
28006;826;16;3
80678;327;12;1
04032;245;27;1
28003;56;;
53058;145;1;2
77029;96;9;
80677;798;57;
04033;547;168;2
28004;135;;
53059;168;2;2
80676;74;1;1
89009;190;11;
89008;129;1;1
16029;137;4;1
89007;312;7;1
16028;1925;798;19
89006;123;3;3
80671;106;1;4
89005;618;58;
80670;233;2;3
89004;158;27;
65032;692;122;17
89003;1387;222;4
65031;546;455;122
89002;53;2;
16034;128;2;
65045;291;58;
65044;136;1;1
16032;260;22;1
65047;3070;929;16
16031;220;3;
65046;97;12;1
16038;336;;2
65049;140;4;
16037;103;1;1
65048;330;9;2
16036;137;;
16035;202;1;
28018;903;27;7
80659;135;;
28019;116;2;
80658;70;;
04027;99;12;
16030;496;3;6
53063;199;4;
04028;94;12;4
53064;536;16;21
53061;251;4;3
77010;359;17;3
53062;3741;991;121
77011;239;10;
04023;258;44;1
28012;2322;68;11
53067;224;15;2
77012;136;;
80664;80;7;1
04024;98;17;1
28013;638;13;
53068;83;1;
77013;167;7;
80663;182;2;
04025;616;100;21
28010;209;;8
77014;645;2314;59
80662;119;;
04026;124;9;
53066;567;4;
77015;52;;
80661;393;1;
28016;136;;
77016;475;307;3
80668;73;2;1
04020;107;18;
80667;63;;
04021;63;19;
28014;267;9;
53069;178;;
77018;1737;1373;61
80666;22;;
04022;347;61;6
28015;1856;762;27
77019;167;1;
80665;95;1;
16039;241;1;
65041;127;1;1
65040;111;156;
65043;97;18;2
65042;329;6;1
16001;365;1;3
65056;195;74;1
89023;475;7;1
90012;442;85;1
65055;180;40;
89022;75;1;
90011;136;33;1
65058;168;6;
89021;282;16;6
90014;170;21;
65057;426;31;4
89020;145;2;
90013;79;17;
16005;850;76;8
90016;49;;
65059;2377;5271;100
90015;106;8;
16003;417;13;2
90018;130;22;
16002;273;6;7
90017;407;295;1
53071;279;3;1
77040;1311;134;4
53074;363;4;6
77041;166;;
53075;127;;
77042;1312;86;10
53072;525;8;3
77043;171;;2
90010;1191;9705;263
53073;440;18;1
77044;369;11;2
53078;332;2;
77045;329;2;
80697;18;;
04057;103;57;2
53079;319;2;
77046;221;2;
80696;517;28;3
04058;138;14;
53076;180;1;1
77047;563;116;19
80695;207;21;
04059;229;18;2
53077;1340;107;6
77048;1241;177;9
80694;154;1;
77049;357;11;8
04053;252;21;
04054;44;7;
80699;62;;
04055;130;9;
80698;114;;
16009;262;;
90009;1284;1183;7
16008;199;3;2
90008;1102;945;6
04050;23;1;6
16007;381;8;8
65050;101;17;133
89029;397;50;3
04051;63;1;2
89028;45;;1
65052;40;2;
80693;151;2;21
89027;140;;2
65051;140;3;1
80692;446;31;2
65054;347;5;2
80691;218;;1
89025;1750;2381;29
65053;29;;
80690;257;1;4
89024;2769;5414;24
16012;220;12;1
65067;53;9;
89012;78;;
90001;476;59;1
16011;286;2;
65066;26;5;
89011;57;;
16010;101;8;3
65069;600;45;3
89010;187;1;1
90003;239;51;1
65068;11;1;
90002;144;12;1
16016;490;11;1
90005;220;15;
16015;3996;6277;258
90004;146;39;2
16014;58;3;
90007;121;4;
16013;190;;1
90006;165;10;1
53082;253;7;
53080;118;11;1
04049;1941;927;11
53085;107;1;3
77030;353;27;1
53086;297;7;28
77031;381;19;6
53083;488;10;1
77032;363;52;23
53084;2004;341;4
77033;85;2;
04045;853;99;7
53089;283;9;11
77034;325;41;1
80686;299;9;
04046;274;101;5
77035;307;;1
80685;2009;939;16
04047;316;57;2
53087;112;;
77036;60;;
80684;56;;1
53088;432;25;
77037;2341;342;6
80683;53;1;1
04041;178;12;3
77038;184;15;
04042;162;38;1
77039;420;34;
04043;115;20;6
80688;1470;177;9
80687;58;;1
16019;566;12;1
89019;146;;6
16018;340;3;
65061;29;;
89018;471;9;2
04040;60;5;6
65060;55;1;
89017;171;5;1
65063;68;3;1
80682;100;;1
89016;80;1;
65062;1477;131;5
80681;125;16;
89015;475;13;1
65065;121;9;
80680;1210;212;2
89014;386;9;
65064;134;3;11
89013;1462;71;4
41099;297;8;3
41098;90;;2
41097;1048;5;11
41091;511;28;1
41090;135;;2
41096;275;1;7
41095;630;20;36
41094;521;7;4
41093;131;;
41089;163;;1
41088;158;;4
41087;238;5;1
41086;330;3;1
41081;109;;1
41080;697;30;2
41085;608;25;
41084;647;11;4
41083;327;18;2
41078;374;5;1
41077;68;;
41075;543;52;3
41079;63;1;2
41070;442;3;24
41074;690;26;28
41073;375;8;1
41072;195;;1
41071;296;9;3
41067;1357;159;6
41066;218;4;2
41065;248;3;1
41069;163;1;
41068;278;16;1
28089;945;376;5
28087;124;;
28088;1518;1119;15
28081;144;;
28082;264;2;
28080;200;;2
28085;2379;6339;115
41063;337;;1
28086;187;6;2
41062;280;2;1
41061;649;12;5
28084;298;3;1
41060;392;33;
41055;1204;45;5
41054;165;1;7
41053;322;1;
41059;3304;245;22
41058;94;;
41057;88;;
28098;805;77;16
28099;500;3;1
28092;114;;
28090;81;;
28091;74;;
28096;508;37;3
41052;538;5;5
41051;574;18;1
28094;746;42;1
41050;498;21;5
28095;117;6;
16089;1629;290;5
41045;559;19;4
16088;548;6;1
41044;695;21;11
16087;126;;2
41043;955;22;4
16086;526;7;1
41042;309;1;2
41049;510;30;23
41048;162;1;
41047;1586;806;7
41046;1387;30;1
16081;115;;2
80606;548;23;6
80605;108;2;
80604;40;;
80603;160;;
16085;1478;241;4
16084;206;35;
80609;186;1;
16083;229;2;2
16082;357;2;1
80607;94;;
28067;44;;
28068;168;10;1
28065;64;;
80613;303;31;
80611;401;11;3
28060;88;3;
41041;120;;
28064;851;82;7
41040;351;21;1
28061;1574;515;10
28062;344;28;2
41034;64;3;1
16099;129;3;
16098;80;;
41032;1146;19;2
16097;1158;24;3
41031;1232;61;2
41038;232;;2
41037;99;3;
41036;303;19;2
41035;288;8;
16091;108;;
16090;1557;295;9
41039;345;14;1
16096;291;;
16095;107;;
16093;747;19;
28078;151;1;
53001;738;34;1
28079;227;;
53002;241;1;
28076;87;1;
28077;126;;
53005;1026;85;9
80602;62;;1
80601;195;2;1
53003;1395;72;1
80600;434;9;106
28070;1347;80;3
53009;282;3;1
28071;305;38;1
53007;1141;47;1
53008;810;44;
28074;116;1;
41030;139;;1
28075;502;7;
28072;191;;
28073;142;;
80598;543;54;19
80597;394;;
80596;93;;
80595;119;;1
80599;121;;
80590;147;;
80593;147;;25
80592;254;;1
80591;73;4;1
80587;41;;
80586;85;;
80585;969;206;1
80584;463;5;1
80589;55;;
80588;164;3;2
80583;112;10;
80582;440;18;3
80580;157;18;
04016;51;12;
04017;87;53;3
04018;645;89;3
04019;856;2599;8
04012;51;6;1
04013;265;43;1
04009;29;;
04005;131;49;
04006;931;4554;35
04007;73;2;
04008;526;374;54
04001;511;72;5
04004;403;65;19
16188;239;1;3
41144;414;11;21
65111;71;1;
16187;988;24;10
41143;755;158;1
65110;45;2;
16186;294;2;1
41142;1218;3;2
65113;150;2;1
16185;101;1;
41141;188;5;
65112;132;56;
41148;644;8;3
65115;136;5;
41147;873;25;1
65114;47;1;
41146;568;8;4
65117;28;5;
16189;149;;2
41145;368;6;2
65116;245;66;1
16180;168;3;3
65119;164;12;1
80749;135;;
65118;17;2;
80748;90;2;
80747;81;;
41149;1908;395;5
80746;443;26;1
16184;65;;
16183;174;6;
53130;4206;7113;269
16182;332;3;1
16181;333;5;1
04199;143;26;1
28166;124;;
53133;489;9;
77100;1654;311;45
80752;276;8;1
28167;172;1;
53134;76;;3
77101;438;3;
80751;222;5;
28164;321;10;1
53131;133;1;
77102;73;1;
80750;85;;2
53132;172;3;
77103;105;1;
04195;363;194;4
53137;1007;31;3
77104;259;7;2
80756;28;;
80755;64;;
04197;1305;408;30
28168;1193;435;4
53135;331;9;
77106;421;18;3
80754;166;1;1
28169;102;2;
53136;498;4;4
77107;1046;465;24
80753;50;;
04191;31;;1
77108;3448;5804;277
04192;726;83;3
77109;649;76;24
04193;329;60;2
53139;244;;2
04194;102;4;
28162;141;1;
41140;463;5;6
28163;88;;
28160;359;3;1
04190;54;12;2
28161;337;11;3
16199;1501;86;6
16198;220;1;
41132;185;5;
65121;198;8;1
16197;84;;
41131;471;4;1
65124;49;22;
16196;465;7;3
41130;313;5;
65123;1728;271;163
41137;294;8;2
65126;90;2;1
41136;2468;723;24
65125;176;3;1
41135;542;41;4
65128;69;;
41134;285;40;1
65127;680;388;3
16191;103;1;1
80738;51;;3
16190;136;;
65129;435;129;1
80737;88;;
41139;673;20;5
80736;99;;1
41138;152;6;
80735;72;;
16195;139;;1
53140;1558;142;96
16194;85;;
53141;438;3;
16193;450;1;3
16192;2104;165;44
04188;382;81;4
28177;257;6;1
53144;381;15;
80741;88;;
04189;367;137;1
28178;140;5;
53145;229;3;
80740;122;2;
28175;98;;1
53142;249;3;3
28176;316;3;1
53143;199;;3
04184;163;12;
53148;92;1;3
80744;24;;
04186;86;32;1
53146;731;42;3
80743;142;;
04187;56;1;
53147;1666;1287;28
80742;34;;
04180;58;2;2
04181;44;6;
28170;119;3;
04182;149;5;264
04183;147;23;1
28173;538;25;3
28171;407;9;
65120;140;;2
28172;331;12;
16166;2230;492;18
41122;144;11;1
65133;90;;2
89100;812;46;2
16165;191;1;2
41121;16;;
65132;20;;1
16164;162;7;
41120;725;17;7
65135;44;;
16163;498;49;2
65134;7;;
41126;673;11;1
65137;59;;
16169;314;10;1
41125;460;17;3
65136;27;1;1
16168;387;6;1
41124;151;;
65139;56;2;
16167;2033;557;18
41123;284;26;1
65138;384;4936;1
41129;325;2;1
41128;322;14;
80769;107;1;3
41127;243;6;
16162;128;3;
53151;430;12;4
16161;98;3;1
53152;1230;230;28
16160;246;3;2
77120;231;17;2
53150;424;13;
77121;936;375;7
28144;131;;
53155;612;7;2
77122;1718;1888;59
80774;127;;
53156;114;3;2
77123;216;43;3
80773;43;;
28142;89;;
53153;300;3;
77124;659;39;
28143;112;6;
53154;457;3;1
77125;590;23;9
80771;19;;
28148;206;;1
77126;638;35;5
80778;56;;1
28149;381;67;7
77127;403;311;
80777;72;;
28146;408;23;8
53157;539;13;
77128;725;120;7
80776;100;1;
28147;250;3;
53158;426;21;1
77129;259;8;
80775;282;15;5
89108;201;7;
89105;228;12;
28140;1139;1900;15
80770;285;1;1
89104;205;13;2
28141;139;;
65131;119;2;
89102;1007;36;
65130;280;57;5
89101;249;13;2
16177;61;;1
65144;66;5;1
16176;170;1;
41110;467;15;5
65143;61;1;2
16175;663;12;
65146;127;1;
16174;228;3;
65145;37;9;
41115;239;5;1
65148;70;11;2
41114;143;;3
65147;319;10;2
41113;161;7;1
16178;92;1;3
41112;141;2;
65149;83;4;
41119;177;3;1
41118;148;;
80759;145;;3
80758;81;;
41116;97;1;
80757;74;1;
16173;110;;
53162;424;52;3
53163;335;4;1
16171;331;10;2
53160;255;1;1
16170;259;3;5
53161;1461;141;6
77110;157;5;
28155;119;;
77111;983;1810;19
80763;165;3;
28156;484;8;45
77112;134;;
80762;177;3;
28153;113;2;
53164;271;13;
77113;390;13;1
28154;598;9;1
53165;152;;
77114;1197;373;4
80760;182;1;1
28159;206;1;
77115;273;8;
80767;109;1;
77116;588;22;
80766;235;;
28157;88;;
53168;517;32;4
77117;361;55;11
80765;386;4;
28158;411;7;
53169;188;2;
77118;1088;958;27
80764;162;;
77119;107;;
28151;73;;1
65140;30;1;
65142;106;3;1
65141;127;8;3
16144;272;;1
41100;120;1;1
65155;31;2;
89122;327;11;1
16143;327;1;
65154;47;1;
16142;169;2;
65157;26;6;
89120;116;2;
16141;204;1;2
65156;105;;
16148;514;14;6
41104;1043;30;7
65159;180;11;2
16147;179;1;
41103;198;5;1
65158;98;2;
16146;906;5;4
41102;216;2;2
16145;304;2;
41101;500;86;4
41108;64;;
41107;241;2;2
53170;601;12;2
28128;168;;
41106;1969;540;11
28129;324;9;1
41105;462;19;1
04159;82;4;
16140;213;1;4
53173;137;7;
77140;123;5;
53174;350;4;
77141;399;64;4
77142;1516;775;22
41109;330;11;
53172;171;;
77143;1218;516;5
04155;319;6;1
28122;625;32;4
53177;151;3;1
77144;157;;
80796;91;;2
04156;178;55;4
28123;273;1;
53178;104;1;
77145;241;22;1
80795;218;6;
04157;448;89;5
28120;266;2;1
53175;535;28;2
77146;746;109;3
80794;34;;1
04158;472;42;2
28121;54;;
53176;299;4;1
77147;322;7;2
80793;1050;35;3
04151;330;28;4
28126;116;1;
77148;610;162;
04152;1819;165;7
28127;716;18;
80799;1753;182;1
28124;383;4;4
53179;180;;1
80798;586;64;2
04154;78;9;78
80797;57;1;
89129;298;1;
89128;93;3;
04150;85;26;1
89127;297;11;6
65151;68;1;1
80792;98;;1
89126;26;;
65150;249;5;
80791;308;9;1
89125;483;51;1
65153;56;;
80790;60;7;2
89124;599;21;2
89123;161;4;
16155;67;;
65166;52;1;
89111;158;;
90100;79;21;
16154;2525;635;13
65165;173;1;3
16153;582;21;12
65168;281;637;2
90102;341;28;2
16152;331;;1
65167;25;1;
90101;94;4;
90104;351;106;
16158;175;1;3
65169;137;10;1
90103;235;15;1
16157;102;2;3
90105;71;3;1
53180;269;3;
53181;361;50;1
28139;73;;
80779;356;3;2
04148;268;59;1
16151;406;7;13
53184;65;;
04149;1167;276;38
16150;752;6;5
53185;1361;116;5
77130;208;11;
53182;804;73;2
77131;945;1998;91
77132;994;128;5
04144;297;53;5
53188;1287;122;38
77133;103;2;
80785;225;;
04145;573;161;3
28134;2097;3390;17
53189;66;2;1
77134;80;3;1
80784;132;;30
53186;920;34;33
77135;529;23;1
80783;42;;
28132;309;5;
53187;129;1;1
77136;84;;1
80782;175;7;1
04140;126;7;2
28137;368;10;
77137;104;2;3
80789;65;4;
04141;281;20;1
77138;235;6;4
80788;101;;
04142;72;;
28135;483;56;
77139;2065;295;21
80787;57;2;
04143;2429;724;12
28136;85;2;
80786;65;;1
89119;295;63;3
89118;361;54;1
65160;53;1;
89117;119;2;
89116;182;;4
65162;29;;1
80781;121;1;
89115;88;1;
28130;487;24;1
65161;103;2;1
80780;209;2;
65164;44;4;
89113;299;4;1
65163;26;2;1
89112;121;;
16122;106;;1
65177;88;1;
89144;466;15;
16121;222;1;1
65176;117;5;
89143;186;;1
16120;660;8;3
65179;25;1;1
89142;604;3;2
65178;24;1;
89141;103;;
16125;188;;2
16124;657;10;2
16123;248;;2
28108;134;;
53191;134;;
28109;171;2;2
53192;148;4;1
28106;210;;4
28107;182;2;
53190;256;8;1
77161;402;10;2
53195;186;;1
77162;484;10;1
53196;256;1;1
77163;121;20;1
53193;269;1;2
77164;250;12;
77165;250;9;2
04177;26;7;
28100;171;4;
53199;153;;1
04178;889;157;1
77167;140;3;
04179;90;29;5
53197;429;18;1
77168;896;162;2
53198;186;2;3
77169;1343;1736;15
04173;501;326;
28104;391;5;7
04174;161;12;1
28105;288;3;2
04175;64;5;
28102;298;3;1
04176;164;131;11
28103;3103;267;51
04170;85;4;1
04171;133;20;2
16128;143;;1
65171;31;;
04172;457;89;2
16127;64;1;2
65170;46;;
89149;126;4;
65173;142;65;28
89148;250;5;4
65172;42;3;
89147;190;2;1
65175;86;1;
89146;68;;
65174;48;1;1
89145;283;8;
16133;110;;1
89133;236;8;2
16132;494;36;5
65187;60;2;
89132;116;1;
16131;326;4;2
89131;217;7;
16130;142;4;1
65189;121;2;
89130;779;62;3
16137;170;1;2
16136;316;5;
16135;181;2;
16134;637;6;2
28119;136;;
28117;137;2;
28118;204;2;1
77150;150;20;
77151;139;4;
77152;1066;2692;291
77153;2592;1579;28
77154;469;20;3
04166;932;452;14
28111;193;1;1
77155;1075;308;10
04167;176;20;4
77156;459;8;11
77157;141;7;
04169;88;7;
28110;1267;659;1
77158;126;;1
04162;218;7;1
77159;1082;224;6
04163;396;48;
28116;1074;339;7
04164;85;1;
28113;607;82;3
28114;86;;
65180;17;2;
04160;874;172;7
16139;98;;
65182;135;2;
89139;592;9;3
04161;363;81;1
16138;1663;134;10
65181;73;1;
65184;96;1;
89137;241;6;
65183;325;42;1
89136;381;13;4
65186;40;2;
65185;189;5;2
89134;181;3;1
41199;550;24;2
41198;1402;531;8
41196;71;;1
41191;36;;1
41190;101;;2
41195;69;;
41194;2852;904;58
41193;96;5;
41192;190;4;5
41188;54;1;
41187;107;1;
41186;146;2;
41185;1106;37;18
41189;196;5;4
80705;44;;
80704;167;2;
80703;113;;2
80702;529;24;
80709;141;;
80708;76;;
80707;36;;
80706;812;17;1
80711;886;30;1
80710;189;;1
41180;809;62;9
41184;325;1;1
41182;137;;
41181;460;1;1
41177;190;3;
41176;617;8;1
41175;591;16;3
41174;104;;
41179;135;1;1
41178;38;1;
53100;749;22;
53101;347;4;3
53104;578;3;2
80701;204;;8
53105;108;;
80700;461;3;2
53102;86;;1
53103;846;27;1
53108;236;11;
53109;302;2;1
53106;321;2;4
53107;1299;202;3
41173;1656;110;3
41172;138;1;
41171;825;109;3
41166;190;2;2
41164;1414;123;13
41163;62;2;
41168;129;1;
41167;1702;160;22
80726;128;;2
80725;1129;328;53
80724;1093;186;3
80729;77;1;
80728;33;;
28188;365;12;
53111;227;4;
80730;414;13;2
28189;90;;
53112;241;;
28187;312;6;10
53110;461;24;4
53115;168;6;
80734;100;6;1
53116;370;8;2
80733;129;2;1
53113;368;4;9
80732;326;8;
53114;153;2;
28180;221;2;
53119;1632;266;5
53117;202;2;
53118;209;1;
28184;150;;1
28185;497;34;
41161;1164;238;26
28182;173;1;1
41160;177;;1
28183;296;6;
41155;645;19;2
65100;2043;240;30
41154;676;28;1
41153;100;2;
65102;13;1;
41152;373;10;1
65101;365;19;1
41159;643;86;2
65104;122;6;2
41158;1083;13;44
65103;60;2;
41157;703;63;2
65106;114;104;58
41156;202;3;1
65105;125;8;2
65108;397;6;1
80716;512;58;1
65107;51;5;
80714;613;18;3
65109;32;;
80713;236;1;3
80719;28;;1
80718;589;8;2
80717;431;8;2
28199;1018;211;2
53122;402;10;6
53123;714;8;2
28197;73;;
53120;283;6;
28198;369;9;2
53121;835;23;4
53126;565;12;
80723;108;;
53127;1326;51;3
80722;208;5;1
53124;551;18;5
80721;1814;376;13
53125;625;38;2
28191;1012;142;2
28192;194;3;2
53128;149;3;
28190;232;;1
53129;157;4;
28195;311;14;3
41151;1856;877;12
28196;1379;425;20
41150;1493;110;5
28193;62;4;2
28194;194;3;1
16100;442;9;1
65078;358;7;57
89045;144;1;
90034;306;28;1
65077;227;64;3
89044;91;2;
90033;1263;1766;43
89043;78;3;1
90036;98;7;
65079;110;2;
89042;159;;
90035;291;38;
16104;301;5;3
89041;164;;1
16103;104;1;
89040;196;3;
