Code_commune;type_maison;type_appartement;type_autres
05022;137;19;3
54048;151;5;
66021;3015;534;16
66022;70;5;
66020;1705;1761;5
66036;57;1;
66037;1855;4379;32
66034;157;1;
66035;59;1;5
66038;2465;485;5
66039;177;19;2
54050;27;2;
05018;160;12;
54054;522;226;3
05017;914;252;4
54053;62;8;
54052;56;3;
05019;189;9;2
54051;462;78;1
05014;147;28;2
54058;39;1;
78003;1188;193;3
05013;96;16;
54057;32;;
05016;172;25;3
54056;81;5;4
78005;852;2628;106
54055;127;21;
05010;528;97;8
78007;387;29;
78006;416;2;1
05012;243;295;66
78009;130;;
05011;190;28;1
54059;317;12;
66032;59;6;1
66033;285;3;1
66030;95;30;
42076;467;60;1
42077;147;19;
42078;166;11;
42079;351;23;
30094;66;41;2
30093;52;14;1
30096;482;76;5
30095;325;15;
30090;328;21;4
30092;752;108;7
30091;758;63;3
29099;401;3;
30098;172;15;1
30097;207;17;
30099;240;7;
29094;317;11;1
42072;63;1;
29093;550;46;4
42073;376;14;2
42074;462;65;1
29091;1697;48;19
42075;497;17;1
29098;1383;102;2
29097;922;35;3
42070;404;21;1
29095;582;12;
42071;1406;2562;87
42069;1197;15;4
42065;574;9;1
42066;263;5;2
42067;172;18;
42068;162;12;
30083;1024;129;3
30082;1629;218;2
30085;696;49;10
30084;257;78;
30081;430;63;7
30080;543;148;1
30087;187;27;
30086;290;13;2
30089;742;67;1
30088;312;28;1
42061;291;8;1
42062;470;28;2
42063;217;22;
42064;346;25;
42060;272;7;1
42058;189;10;3
42059;1590;1171;6
17098;497;13;3
42054;140;4;1
17099;362;5;5
42055;62;5;
42056;1202;228;4
17094;3869;1225;74
30072;241;6;2
17095;130;;2
30071;221;5;2
17096;40;;2
30074;17;1;
17097;378;11;1
30073;849;62;21
17091;878;23;2
17092;83;;
30070;342;10;4
17093;3509;263;13
29079;703;16;4
30079;290;16;2
29078;1032;21;7
29077;1371;48;15
30076;447;80;2
30075;1656;330;11
30077;554;458;11
29072;2266;595;12
42050;112;5;
29071;396;14;5
42051;217;2;
29070;265;5;
42052;806;1555;7
42053;637;44;2
29076;1683;94;3
29075;1952;585;
29074;485;15;4
29073;689;9;3
42047;230;7;2
42048;631;34;1
42049;334;19;2
29090;415;9;
42043;629;54;
42044;850;1389;17
42045;59;;1
42046;775;106;28
30061;950;183;7
30060;1605;336;8
30062;2702;499;17
30069;269;8;3
30068;424;46;3
29089;468;5;4
30065;200;11;
30064;125;7;1
30067;272;8;1
30066;247;26;1
29083;327;58;3
29082;718;38;1
42040;54;6;1
29081;1002;174;7
42041;227;29;2
29080;1186;36;2
42042;499;23;3
29087;375;8;2
29086;592;8;
29085;1045;357;4
29084;301;11;
42036;207;11;
42037;250;4;
42038;287;12;1
42039;515;119;2
17076;166;;11
42032;649;60;4
17077;676;13;5
42033;320;32;
17078;250;6;4
42034;106;4;
17079;950;28;4
42035;118;5;
17072;670;41;4
30050;87;9;
17073;631;6;2
17074;484;13;
30052;484;21;2
17075;629;3;4
30051;704;144;1
17070;456;32;2
17071;302;1;
29058;6336;1714;17
30058;140;2;2
29057;2076;394;13
30057;616;94;9
29056;794;29;1
29055;1394;77;1
30059;1065;115;13
05087;321;40;
30054;149;19;1
05086;133;9;1
30053;341;68;
05089;39;7;1
30056;238;6;3
29059;477;6;3
30055;360;41;3
05082;59;123;
05085;644;2057;34
42030;261;4;2
05084;207;26;
42031;145;6;
29054;524;19;1
29053;865;115;7
05081;45;9;2
05080;73;6;
29051;3281;457;23
42025;73;2;
42026;692;97;1
42027;276;5;1
42028;214;28;1
17087;91;;2
42021;546;13;3
42022;1438;313;2
17089;397;12;1
42023;900;672;6
17083;291;30;1
17084;343;13;2
17085;208;;1
30041;658;36;4
17086;1777;48;7
30040;152;3;2
42029;748;84;1
17080;437;7;1
17081;193;2;
17082;251;7;3
29069;2875;331;17
30047;2413;472;5
05079;860;1583;10
29068;1116;24;8
30046;407;70;3
29067;744;40;4
30049;205;18;2
29066;809;35;6
30048;152;;
05076;70;6;
30043;238;10;
05075;268;47;5
30042;1067;102;10
05078;130;38;
30045;206;82;
05077;411;467;
30044;81;4;6
05072;142;241;
29061;2246;392;5
05071;162;12;1
29060;1433;44;1
05074;79;17;
05073;185;22;
42020;442;29;2
29065;430;10;2
29064;262;12;1
05070;1125;1029;59
29063;313;1;1
29062;621;14;4
17058;2057;199;29
42014;230;3;1
17059;559;9;1
42015;851;117;5
42016;197;11;
42017;275;77;
17054;117;3;1
42010;663;64;1
17055;127;4;4
42011;1091;316;3
17056;300;4;
42012;325;5;2
17057;349;5;
42013;750;91;3
17050;269;1;3
17051;2768;102;5
17052;393;9;2
30030;182;13;
17053;667;22;1
42018;208;6;5
42019;1182;642;5
29036;481;5;1
30036;1285;185;26
29035;429;10;2
30035;214;12;4
29034;375;7;4
30038;243;51;4
29033;338;3;
30037;801;1411;15
30032;1655;1233;12
29039;3086;2265;42
30031;148;1;1
29038;668;13;13
30034;2580;519;54
29037;2947;291;31
30033;1811;252;5
29032;1050;55;2
29031;3623;603;26
30039;886;164;22
29030;2504;107;22
17069;119;;
42003;909;56;2
42005;2098;2299;15
42006;325;19;3
17065;821;12;
17066;132;6;
17067;102;4;2
42001;247;14;1
17068;152;;
42002;95;2;1
17061;82;;
17062;157;;3
17063;215;;4
17064;1676;89;12
42007;122;2;
42008;88;2;
42009;263;7;
17060;143;1;
29047;748;33;
30025;323;8;
29046;2390;1731;71
30024;346;59;
29045;965;32;28
30027;1100;77;6
29044;770;16;4
30026;490;195;3
05098;401;2944;8
30021;230;5;1
05097;245;112;5
30020;897;77;19
29049;1559;79;9
30023;428;19;1
05099;78;7;
29048;950;29;3
30022;177;7;4
05094;12;1;
05093;570;231;3
05096;591;3240;14
05095;250;34;2
05090;167;19;29
29043;803;57;2
30029;863;278;8
29042;5875;1094;257
30028;1506;2279;62
05092;337;44;8
29041;935;48;
05091;37;6;2
29040;1590;351;1
17157;96;1;
42113;109;5;1
17158;419;10;2
17159;196;1;4
42115;494;147;1
42116;151;5;
17153;940;68;
17154;324;3;1
42110;977;1207;8
17155;1443;94;5
17156;64;;
42112;228;10;
17150;285;5;
17151;506;26;1
17152;497;19;2
42117;85;;
42118;296;20;
42119;196;18;
05168;350;76;
29135;3735;189;156
30135;1494;202;2
54102;248;32;1
05167;89;8;
29134;489;15;5
30134;217;16;10
54101;60;1;
29133;1474;146;82
30137;110;8;2
54100;309;9;
05169;42;5;
29132;473;16;
30136;547;40;6
05164;736;546;23
29139;419;22;1
30131;662;149;4
54106;22;2;
05163;147;37;
30130;712;126;3
54105;266;11;
05166;595;431;5
29137;1204;27;166
30133;3412;20779;63
54104;103;6;
05165;171;17;4
29136;557;10;
30132;1071;1962;34
54103;89;5;
05160;68;3;2
54109;354;42;1
05162;422;249;
54108;67;;
05161;659;3185;8
54107;29;1;
29131;239;4;
30139;386;93;1
29130;2174;96;15
30138;931;63;2
17168;3904;588;40
42102;326;56;2
42103;1013;1057;8
42104;429;15;
42105;81;;
17164;1110;3;4
17165;230;;1
17166;572;12;3
42100;107;10;
17167;394;5;18
42101;99;12;
17160;261;3;
17161;2875;332;4
17162;181;;2
17163;256;8;
42106;169;11;1
42107;247;14;1
42108;387;10;2
42109;88;12;
05157;142;315;3
29146;1632;64;6
30124;164;9;
54113;550;74;
05156;320;190;3
29145;445;15;
30123;1706;299;12
54112;282;19;
05159;66;6;1
29144;327;7;1
30126;401;18;
54111;1166;211;1
05158;118;11;
29143;484;1;6
30125;1606;374;12
54110;217;8;
05153;297;595;3
30120;468;309;4
54117;52;2;
05152;181;16;
54116;840;51;1
05155;38;2;1
29148;477;8;3
30122;305;40;2
54115;1633;1779;64
05154;153;10;1
29147;1358;136;2
30121;128;13;
54114;138;11;
05151;704;246;
54119;40;3;
54118;275;20;
29142;233;4;
30128;1610;331;2
29141;290;1;2
30127;553;27;
29140;1592;92;10
30129;360;97;7
17135;156;;7
66102;36;7;5
17136;534;38;6
66103;306;31;3
17137;126;1;1
66100;186;24;2
17138;206;12;
66101;876;125;3
17131;1126;159;4
66106;1446;181;33
17132;323;;
66107;627;42;5
17133;408;13;3
66104;413;26;8
17134;260;6;11
66105;402;185;2
29119;579;30;2
66108;1779;379;9
17130;244;2;1
66109;245;45;127
54120;155;6;1
29113;1117;79;3
30113;190;6;
54124;22;1;
29112;679;9;5
30112;578;41;5
54123;679;92;5
29111;591;20;4
30115;183;4;1
54122;294;39;1
29110;420;12;3
30114;287;48;2
54121;85;2;1
29117;2282;401;7
54128;305;23;5
29116;66;1;
54127;243;24;
29115;193;;
30111;209;13;4
54126;87;5;
29114;236;;2
30110;234;2;2
54125;194;30;
05182;57;12;3
05181;212;161;18
05184;109;18;
05183;750;303;5
54129;769;188;1
17139;212;;
30117;1152;236;5
30116;505;22;1
05180;303;143;6
30119;96;12;
17146;1632;94;27
66113;100;10;
17147;612;17;3
66114;734;62;5
17148;209;6;1
66111;159;7;
17149;42;;
66112;135;4;1
17142;2450;211;9
66117;70;149;
17143;357;35;3
66118;233;16;2
66115;720;36;3
17145;254;;
66116;167;36;1
17140;4270;322;153
66119;371;27;4
17141;256;13;1
54131;184;10;1
54130;88;1;1
05179;1154;849;8
29124;2699;1035;17
30102;308;32;1
54135;500;95;1
05178;316;28;
29123;433;8;1
30101;280;8;1
54134;125;4;
29122;431;2;5
30104;311;49;
54133;58;6;1
30103;392;77;9
54132;31;7;
29128;172;1;
54139;119;2;
05174;367;215;2
54138;1047;235;2
05177;481;3280;8
29126;88;;
30100;301;24;1
54137;220;42;
05176;152;19;
29125;512;10;4
54136;924;270;1
05171;141;11;
05170;752;439;10
30109;237;18;4
05173;265;18;1
05172;220;30;3
29120;996;127;5
30106;499;32;3
30105;544;15;2
30108;190;39;3
30107;231;34;3
17113;361;19;
66124;891;4683;4
17114;154;1;
66125;285;102;
17115;179;1;2
66122;77;1;
17116;152;;
66123;128;6;15
66128;49;2;
17110;532;18;2
66129;725;41;8
17111;462;4;2
66126;247;15;1
17112;322;6;1
66127;556;54;2
05128;391;120;21
54142;54;7;
05127;109;63;7
54141;66;2;
54140;48;;
05129;130;17;2
05124;169;45;1
54146;110;17;
78113;277;24;
05123;677;124;3
54145;385;25;1
05126;314;67;4
54144;156;7;
54143;169;8;
78117;1241;1246;97
54149;665;61;
05122;416;155;5
54148;259;34;
05121;106;24;
54147;43;8;3
78118;862;334;
17117;82;;1
66120;73;43;
17118;148;5;1
66121;623;65;
17119;608;4;3
17124;221;1;
17125;243;3;2
66136;6877;21906;359
17126;166;;1
66133;1407;182;10
17127;799;218;5
66134;447;38;
17120;833;38;4
66139;67;6;1
17121;2153;228;96
17122;114;1;
66137;186;173;
66138;654;99;2
29109;1298;16;55
29108;699;48;
29107;420;13;1
05117;88;3;2
54153;30;;
05116;187;42;1
54152;1187;225;38
05119;445;3656;5
54151;403;52;
05118;810;140;6
54150;1028;364;4
05113;181;7;
29102;639;9;3
54157;1595;647;5
05112;73;6;1
29101;2048;139;8
54156;213;17;
05115;216;96;1
29100;182;;
54155;164;14;
78104;274;28;
05114;233;383;42
54154;238;25;1
29106;800;32;1
29105;3400;1349;8
05111;181;43;
29104;342;4;
54159;3096;1275;108
78108;443;57;168
05110;312;2568;3
29103;1830;1394;6
54158;49;3;
78107;733;90;18
17128;362;3;3
17129;219;1;
66132;342;216;4
66130;635;831;2
66146;166;53;2
66147;248;143;3
91103;1426;3004;128
66144;1840;331;4
91100;299;10;1
66145;1224;106;5
91106;484;37;8
66148;1066;2603;62
66149;2387;1500;57
91105;2732;696;30
54160;149;17;
54164;41;;
05149;226;671;1
54163;111;7;
54162;474;30;
78133;992;1488;11
54161;137;21;
05146;158;14;3
54168;142;2;1
05145;586;329;11
54167;710;140;2
05148;274;71;
54166;16;3;
05147;246;33;
54165;264;17;
05142;441;107;3
78138;1105;1626;22
05144;152;10;
54169;37;7;
05140;157;37;6
66142;81;16;
66143;77;5;
66140;1614;286;5
66141;3286;449;86
17102;604;18;2
66157;66;;2
66158;139;9;1
17104;528;67;1
66155;148;4;
17105;264;;1
66156;134;3;1
17100;543;22;4
66159;143;5;
17101;226;3;4
54171;425;72;
54170;29;2;
05139;1083;3511;12
54175;152;8;
78120;723;63;1
54174;1254;498;6
54173;80;3;2
54172;121;1;
05135;59;4;3
54179;122;9;
78124;967;1537;85
05134;192;64;
54178;82;1;
78123;529;2233;185
54177;96;12;
78126;871;2748;22
05136;468;135;4
54176;450;100;2
78125;372;7;2
05131;61;6;1
78128;615;78;9
05130;181;60;
05133;908;2679;11
05132;946;564;6
66150;608;705;20
17106;146;;
66153;56;1;2
17107;577;47;1
66154;189;253;
17108;225;1;
66151;98;5;1
17109;543;52;2
66152;67;6;2
42197;471;33;1
42198;451;65;
42199;865;69;1
42193;692;62;20
42194;126;3;
42195;505;126;3
42196;78;1;
42191;452;38;
42192;371;4;
42186;978;1919;7
42187;1578;7426;69
42188;185;10;5
42189;924;798;93
42182;1383;221;4
42183;1153;2365;75
42184;1448;763;5
42185;244;9;2
42180;390;27;
42181;524;279;4
42179;364;17;1
42175;578;25;
42176;886;26;
42177;1034;335;16
42178;320;16;1
30193;255;19;1
30192;257;21;
30195;35;3;
30194;257;18;1
30191;542;25;6
29199;2445;85;5
29198;944;44;4
30197;124;16;
30196;238;9;5
30199;59;1;
30198;217;98;2
29193;547;7;1
42171;159;6;
29192;965;26;
42172;407;67;2
29191;1693;18;2
42173;220;6;
29190;2259;537;96
42174;500;2;1
29197;3080;180;4
29196;939;29;3
29195;4108;260;18
42170;842;71;4
42168;1486;541;4
42169;812;21;3
42164;52;3;
42165;1232;395;30
42166;246;9;1
42167;166;11;
30182;530;70;5
30181;174;8;
30184;670;66;3
30183;276;29;1
30180;227;28;1
30189;8482;23018;377
30186;764;40;3
30185;559;53;4
30188;367;37;3
30187;182;14;
42160;101;4;
42161;238;3;
42162;496;7;8
42163;486;105;1
42157;334;10;1
42158;130;;
42159;841;176;1
17197;1647;1276;12
42153;229;10;2
17198;137;;1
42154;308;29;4
17199;68;1;1
42155;483;35;
42156;527;99;3
17193;1186;37;4
30171;414;594;8
17194;1514;65;7
30170;469;65;3
17195;168;8;
30173;793;44;4
17196;255;1;1
30172;418;40;1
17190;1221;147;102
17191;203;3;1
17192;428;32;3
29179;1573;61;22
30179;1471;187;11
29178;3225;205;19
30178;637;60;
29177;1951;95;25
29176;1080;102;10
30175;176;24;4
30174;777;59;6
30177;291;13;
30176;187;30;
29171;2101;41;19
29170;1868;170;13
42150;514;23;3
42151;186;8;1
42152;191;10;2
29175;1393;17;20
29174;3039;279;31
29173;934;85;8
29172;1412;97;18
42146;79;;
42147;1638;1686;68
42148;296;11;
42149;1616;1031;7
42142;230;13;
42143;192;7;
42145;425;120;2
30160;105;30;
30162;360;46;21
30161;95;12;2
30168;580;79;6
29189;2080;394;17
30167;443;168;4
29188;2709;202;104
29187;368;11;1
30169;2069;522;48
30164;762;47;135
30163;76;10;1
30166;980;180;4
30165;524;48;1
29182;560;16;2
29181;1260;50;6
29180;418;1;1
42140;288;15;
42141;286;8;1
29186;956;18;1
29185;2328;209;47
29184;1304;21;7
29183;366;2;3
17179;766;115;4
42135;216;5;
42136;370;19;1
42137;356;13;5
42138;280;23;
17175;299;8;1
42131;169;18;
17176;82;;
42132;279;16;1
17177;90;;1
42133;254;30;
17178;38;1;3
42134;598;47;
17171;392;1;1
17172;1355;208;3
17173;143;;1
30151;441;19;1
17174;419;3;6
30150;165;7;
42139;608;97;1
29156;782;15;2
30156;3354;551;23
29155;1001;44;1
30159;310;259;40
30158;201;5;
30153;169;1;17
30152;1048;91;8
29159;489;8;1
30155;2580;418;22
29158;4678;226;44
30154;363;18;
42130;209;16;
29153;2640;148;10
29152;391;5;
29151;1791;2018;37
29150;4822;323;24
42124;148;7;
42125;83;8;
42126;574;70;3
42127;2644;889;13
17186;389;4;1
42120;764;43;
17187;254;16;5
42121;102;7;
17188;268;;
42122;755;33;3
42123;1066;1086;6
17182;270;;1
17183;518;11;4
17184;283;3;4
30140;601;355;4
17185;1026;75;4
42128;198;13;4
42129;718;174;75
17180;85;;
17181;179;;
29168;1111;15;17
30146;609;126;
29167;984;115;3
30145;687;60;9
29166;313;5;7
30148;150;13;
29165;2654;143;34
30147;608;186;2
30142;578;91;4
30141;2187;482;35
30144;194;14;1
29169;1419;76;3
30143;144;8;
29160;3196;358;21
29163;1511;75;5
30149;412;38;7
29162;1747;227;7
29161;1430;142;3
91081;278;24;
91085;1279;360;15
91086;2894;1301;8
91080;447;82;1
91079;246;5;
91075;31;2;1
91095;770;143;3
91093;249;3;
91098;154;11;
91099;1149;198;4
91097;1182;2270;45
42098;297;17;
42099;1059;807;2
42094;2222;2449;16
42095;770;2673;94
42096;251;37;
42097;1387;672;5
42090;234;12;3
42091;446;51;
42092;813;573;1
42093;534;21;3
42087;543;4;
42088;289;19;
42089;322;10;4
42083;195;7;1
42084;80;7;
42085;405;28;
42086;313;8;3
42081;574;23;5
66047;55;3;
66048;522;1049;1
66045;426;32;1
91001;137;;1
66046;482;54;2
66049;3106;1816;263
54061;217;35;1
54060;563;95;1
78030;769;108;12
54065;494;49;
54064;206;4;2
78031;283;9;
54063;77;7;
78034;364;4;8
54062;236;36;
78033;462;49;4
54069;159;24;1
78036;244;7;2
54068;49;1;
54067;280;59;
54066;134;10;
66040;38;2;
66043;102;13;3
66044;202;12;4
66041;412;22;3
66042;215;12;
66058;910;73;
66059;871;173;12
66056;505;38;2
66057;353;55;2
54072;95;17;
54071;88;1;
54070;72;2;
54076;1359;466;8
54075;144;12;
78020;368;16;2
54074;13;;
54073;365;29;
54079;1345;710;70
54078;26;1;
54077;324;244;1
78029;714;1276;3
66050;1750;289;32
66051;190;5;8
66054;75;5;
66055;409;9;
66052;224;32;4
66053;1594;2894;8
66069;1392;288;2
66067;373;374;70
66068;125;5;3
91027;1491;4364;62
54083;78;8;
78050;302;6;1
05109;245;140;3
54082;82;2;
54081;187;22;
54080;460;34;1
05106;226;101;
54087;58;5;
91021;438;1755;26
54086;170;15;1
78053;217;3;
91022;63;;
05108;153;9;1
54085;52;;
05107;281;62;2
54084;424;29;1
05102;86;10;
05101;937;1268;3
78057;754;42;41
05104;277;27;
54089;560;74;
05103;368;101;2
54088;83;12;
05100;303;50;
66061;131;13;2
66062;187;62;4
66060;205;11;2
66065;3474;1336;32
66066;376;336;124
66063;124;1;
66064;267;171;
66078;176;14;4
66079;196;10;2
54090;1505;370;
91016;1394;425;14
91017;569;50;9
54094;83;3;
54093;77;;
54092;43;2;
54091;148;11;
54098;72;;
78043;634;1003;6
54097;64;1;
54096;138;47;
54095;18;;
78049;687;35;5
54099;2503;1836;34
78048;567;31;8
66072;520;519;6
66073;128;3;3
66070;131;10;23
66071;1139;192;
66076;49;13;
66077;64;4;1
66074;302;18;5
66075;340;438;2
91047;493;122;2
66089;194;16;1
91045;2249;1084;84
78070;128;6;
78072;128;2;2
78071;251;2;
78073;694;1763;147
78076;132;12;
91044;1164;621;6
91041;344;64;6
78077;347;44;3
66080;242;22;2
66083;51;7;
66084;628;42;5
66081;219;22;
66082;601;427;
66088;2365;746;17
66085;263;31;1
66086;18;;
91037;115;20;1
91035;151;5;
91038;460;86;16
78062;2382;894;13
78068;362;17;3
66090;65;4;1
66091;78;40;1
66094;1334;346;4
66095;373;164;9
66092;55;4;
66093;1532;100;7
66098;310;104;
66099;235;24;1
66096;564;54;9
66097;129;11;
91069;206;32;1
91067;57;;
78090;798;164;14
78092;1168;2822;30
78096;271;16;1
91064;1109;884;12
78082;243;25;2
78084;242;21;3
78087;720;128;5
78089;1116;1157;15
17278;350;19;1
42234;1299;428;1
66201;27;7;
17279;328;15;1
42235;274;11;
66202;103;129;
42236;222;13;2
42237;1762;1252;26
17274;3096;1092;31
42230;799;264;2
66205;543;104;34
17275;374;9;
42231;504;86;2
66206;107;10;4
17276;43;;
42232;313;26;
66203;64;1;
17277;583;6;
42233;456;6;
66204;241;16;
17270;354;72;1
66209;58;9;
17271;219;;
30250;175;2;
66207;363;24;
17273;510;9;5
66208;752;236;1
42238;252;74;
42239;546;20;2
29256;755;296;26
30256;408;32;2
54223;97;3;
29255;373;5;2
30255;1073;313;4
54222;475;141;5
29254;1944;642;12
30258;1729;881;16
54221;108;2;
30257;715;109;22
54220;42;2;1
30252;176;20;1
54227;560;52;1
29259;3268;1056;11
30251;243;79;8
54226;74;;2
30254;809;102;7
54225;78;6;
29257;1316;26;10
30253;537;299;3
54224;49;7;
54229;182;16;
54228;34;1;
29252;575;8;1
29251;478;15;
30259;1999;247;9
29250;502;2;4
17289;204;3;2
42223;1439;1422;5
66212;2832;248;8
42224;1079;463;5
66213;2730;795;25
42225;1467;126;2
66210;2830;1455;22
42226;209;8;1
66211;82;26;
17285;658;12;
66216;69;5;1
17286;1931;30;9
42220;255;11;3
66217;920;151;3
17287;131;;
42221;217;8;
66214;456;69;1
17288;156;7;1
42222;1810;801;16
66215;131;4;
17281;87;;
17282;108;3;3
17283;1913;659;34
66218;233;136;26
17284;869;120;1
66219;94;2;2
42227;262;33;
54230;44;1;
42228;600;22;1
42229;173;7;1
17280;343;8;2
29267;447;17;1
30245;315;55;1
54234;959;310;2
29266;1377;38;4
30244;171;14;
54233;15;1;
29265;441;11;1
30247;187;26;7
54232;1065;162;5
29264;304;5;1
30246;80;15;2
54231;79;2;
30241;711;159;2
54238;128;12;
30240;179;19;1
54237;55;2;
29269;548;22;
30243;2828;538;22
54236;165;5;1
29268;654;17;2
30242;117;9;2
54235;182;11;1
54239;51;5;
29263;513;21;
30249;407;46;6
29262;405;15;10
30248;194;18;1
29261;155;1;4
29260;2751;846;8
17256;183;;2
42212;365;27;
66223;117;126;1
17257;436;13;
42213;170;7;
66224;1434;151;1
17258;151;1;1
42214;429;29;1
66221;42;14;
17259;78;1;1
42215;524;159;
66222;879;729;4
17252;151;3;3
66227;1638;233;1
17253;591;33;12
66228;549;57;3
17254;131;;
42210;230;14;
66225;833;102;14
17255;360;27;
42211;852;206;26
66226;542;69;1
17250;289;2;
29239;1957;1091;9
42216;240;30;1
54241;39;4;
42217;368;14;1
54240;29;1;
42218;3675;34966;1079
42219;468;19;
29234;1211;33;3
30234;121;13;
54245;18;3;
29233;1764;853;10
30233;253;30;1
54244;44;7;
29232;6738;8341;221
30236;59;7;3
54243;94;10;
30235;365;48;1
54242;109;;
29238;894;14;5
30230;384;41;1
54249;113;10;
29237;775;25;1
54248;40;1;
29236;2486;149;49
30232;234;22;1
54247;77;;
29235;1474;696;44
30231;471;104;7
54246;33;1;
78217;1919;754;330
29230;994;35;20
30238;72;9;1
30237;409;52;3
66220;59;16;1
30239;358;37;
17267;477;20;4
42201;341;11;
66234;106;15;
17268;118;;
42202;302;15;1
17269;346;20;
42203;268;5;
66232;49;13;
42204;460;539;3
66233;97;16;5
17263;338;7;4
17264;2669;211;3
17265;603;13;6
17266;370;2;6
42200;593;58;1
42209;232;6;1
17260;232;4;1
17261;228;1;
17262;583;5;1
42205;460;18;
54252;146;65;
42206;652;13;7
54251;78;;
42207;2245;4759;13
54250;307;16;1
42208;711;105;5
29245;604;8;
30223;1843;144;13
54256;125;5;
29244;357;4;
30222;162;9;2
54255;41;3;
29243;237;3;3
30225;924;41;10
54254;1046;465;4
30224;241;78;1
54253;286;73;
78202;200;40;
29249;586;2;2
29248;380;4;
54259;103;2;
29247;1564;99;33
30221;1947;784;35
54258;69;4;
29246;122;;
30220;137;8;5
54257;1777;780;9
78206;1120;661;8
78209;365;34;1
78208;1409;2913;131
29241;3397;664;9
30227;1398;956;11
66230;1170;232;4
29240;539;16;
30226;539;46;5
66231;406;31;2
30229;580;44;2
30228;857;49;14
17234;194;2;
91201;2389;2448;99
17235;375;5;2
17236;768;166;39
17237;292;6;
91200;1278;1927;93
17230;3108;325;15
17231;77;;
17232;852;21;9
17233;185;2;
91204;270;48;2
29218;956;93;24
29217;1711;309;13
54263;2078;1133;9
78230;228;28;1
54262;74;11;
54261;1101;1258;12
54260;359;20;
78231;69;1;
29212;1593;595;29
30212;814;511;3
78234;70;2;
29211;549;4;2
30211;1439;220;7
54266;176;14;
78233;1062;48;2
29210;1312;46;
30214;922;92;4
54265;788;166;1
78236;238;8;1
30213;46;3;
54264;123;9;
29216;1684;168;11
78238;776;334;20
29215;2345;94;52
78237;69;1;1
29214;587;14;8
30210;1198;480;16
54269;142;6;
29213;859;40;1
54268;81;1;
78239;697;293;7
30219;97;5;1
30216;440;248;4
17239;240;;
30215;222;36;1
30218;200;6;4
30217;2917;315;9
17245;388;4;
17246;229;1;
17247;521;34;4
17248;690;71;16
17241;775;123;3
17242;435;7;
17243;585;58;4
17244;383;6;3
54270;1180;597;
29229;621;9;
17240;1711;281;28
29228;693;8;
54274;1341;3838;27
54273;2752;1606;12
54272;175;8;
54271;62;2;
78220;2061;862;11
30201;329;3;
54278;43;4;
29222;223;99;4
30200;451;43;2
54277;164;17;1
29221;1387;55;26
30203;217;51;1
54276;293;54;1
29220;3690;1545;118
30202;1326;729;15
54275;125;3;
78224;1313;681;7
29227;1175;28;6
78227;300;40;4
29226;776;36;10
29225;1254;44;10
29224;571;39;4
54279;374;57;3
30209;1739;153;14
30208;17;3;
17249;101;6;2
30205;146;3;1
30204;190;17;1
30207;337;22;1
30206;1676;105;4
17212;118;;
91223;1426;3139;37
17213;113;;2
17214;220;1;1
17215;31;1;
91228;1427;9444;511
17210;352;11;2
91225;810;704;4
17211;366;10;1
91226;2257;749;2
54281;373;19;1
54280;1912;1685;19
54285;34;2;
54284;530;23;1
54283;132;2;1
54282;69;11;1
54289;157;10;
54288;196;12;1
78255;1305;462;100
54287;104;6;
54286;567;142;1
17216;444;21;3
17217;174;4;1
17218;1913;630;5
17219;3308;569;284
17223;119;;3
17224;1057;173;6
17225;4610;471;23
17226;463;1;4
91216;1009;766;24
17220;218;;
17221;471;4;3
17222;1418;54;5
91215;333;1524;6
29209;1555;103;3
54292;76;4;
29208;552;23;3
54291;124;2;
29207;1984;241;8
54290;92;5;
29206;1397;34;15
54296;144;37;
54295;356;85;4
54294;63;3;1
54293;50;;
78242;394;2215;107
29201;953;46;32
78245;159;;1
54299;92;15;
54298;69;3;
54297;131;15;
78246;424;30;1
29205;565;2;2
29204;845;48;2
29202;770;19;18
91207;1295;1135;9
17227;133;;
17228;1610;88;14
17229;111;3;
42296;239;10;1
42297;268;10;1
42298;266;22;8
42299;1233;419;
42293;430;111;
42294;398;20;1
42295;289;31;1
42290;264;;
42289;737;161;2
42285;1493;305;5
42286;412;17;
42287;522;91;5
42288;338;6;
42281;131;1;5
42282;186;3;1
42283;483;64;3
42284;601;29;2
42280;228;22;
42278;107;4;
42279;1921;766;4
42274;137;10;
42275;1150;1846;113
42276;318;8;
42277;186;7;
30292;216;23;2
30291;275;6;
30294;2198;249;5
30293;259;16;
30290;829;105;76
29299;138;3;
30299;754;37;4
29298;365;5;8
29297;1051;32;1
30296;170;11;1
30295;1577;158;8
30298;336;12;3
30297;597;24;1
29292;265;1;3
42270;503;124;1
29291;519;29;
42271;1328;683;8
29290;317;3;
42272;641;232;2
42273;179;5;
29296;597;8;40
29295;225;1;
29294;275;7;
29293;4503;424;58
42267;711;24;
42268;453;25;6
42269;70;4;
42264;418;36;
42265;386;20;6
42266;352;19;
30281;598;89;6
30280;296;50;1
30283;251;9;2
30282;427;9;1
30289;39;9;
30288;425;206;8
30285;324;52;2
30284;1605;571;5
30287;371;18;1
30286;462;23;1
42260;469;63;1
42261;407;48;
42262;838;54;2
42256;1892;324;2
42257;470;101;2
42259;1341;254;8
17296;541;6;2
42252;161;6;2
17297;1949;110;19
42253;504;12;
17298;490;11;1
42254;369;19;
17299;2810;3407;40
42255;184;12;
17292;226;5;2
