Code_commune;surf_moins_30;surf_30_40;surf_40_60;surf_60_80;surf_80_100;surf_100_120;surf_plus_120;surf_hors_res_principale;surf_hors_log_ordinaire
86078;37;99;97;261;328;229;227;388;
86079;3;2;11;30;72;49;72;96;
86076;2;3;18;91;335;303;364;61;
49086;14;27;61;216;431;343;400;222;
86077;1;4;13;80;153;122;107;171;
37096;3;5;19;33;64;56;65;43;
86063;2;;7;26;38;26;27;101;
86064;1;5;20;23;61;65;81;110;
37098;4;7;17;32;101;58;81;36;
86061;3;48;36;112;177;89;110;201;
86062;432;215;367;318;531;311;290;355;
37090;1;;4;11;7;8;24;37;
37091;6;19;70;195;322;187;218;150;
37093;1;6;21;49;68;48;59;64;
74099;17;21;58;73;103;64;57;1338;
74098;3;2;45;67;81;104;231;48;
37095;1;1;7;26;30;32;46;26;
74097;2;13;52;79;147;180;235;118;
74096;42;100;330;489;321;296;433;258;
74094;29;43;271;474;626;583;770;307;
74091;1;22;29;30;21;22;44;239;
74090;4;9;65;114;122;121;140;58;
86068;12;51;32;68;145;129;142;179;
49076;2;1;7;37;73;79;71;23;
86065;1;2;11;40;110;103;146;55;
86066;165;462;931;1622;1587;753;720;1041;
37085;1;5;16;46;107;63;116;55;
86096;1;4;16;40;82;70;65;61;
37086;1;3;8;31;51;31;59;35;
86097;1;;5;18;36;29;49;30;
37087;1;2;6;13;22;27;36;43;
86095;5;21;60;247;436;297;256;94;
37089;2;4;15;45;106;64;94;94;
86092;41;24;91;259;474;242;258;193;
86093;1;;2;14;20;9;24;53;
37081;2;18;19;78;177;140;149;89;
37082;4;3;18;37;57;35;55;88;
37083;6;13;74;149;211;147;148;84;
37084;3;6;11;44;64;39;56;39;
49063;41;124;395;463;788;500;559;371;
25095;1;1;5;9;25;35;47;56;
49061;3;6;17;57;79;76;113;78;
25097;3;;7;16;34;58;84;14;
49060;6;13;89;230;600;313;248;208;
49069;36;59;291;787;1561;1169;920;549;
49068;3;10;45;152;220;152;144;95;
49067;1;2;16;20;34;26;33;43;
86099;4;1;18;67;147;100;88;80;
37074;14;25;75;203;273;151;159;256;
86086;2;8;28;88;128;76;90;108;
37077;7;30;119;261;468;303;273;185;
86084;1;1;17;24;26;21;37;109;
86081;3;8;21;57;159;128;177;79;
37079;5;9;24;126;220;157;216;132;
86082;15;41;115;325;497;441;553;416;
86080;1;2;4;37;64;44;53;40;
37070;2;3;12;24;46;37;32;65;
37072;73;156;555;950;974;624;626;1125;
49050;21;51;163;421;868;746;939;334;
49058;9;15;21;48;91;83;74;24;
86089;1;4;5;12;30;38;74;25;
49055;11;11;54;123;229;214;267;46;
49054;13;45;99;255;364;213;225;180;
86087;2;3;4;16;20;18;22;25;
49053;1;1;11;22;51;33;18;15;
86088;3;4;57;43;87;83;83;27;
13096;69;142;227;245;211;117;106;1964;
37063;58;164;411;685;686;266;216;412;
38394;3;9;38;111;261;169;205;87;
13097;57;60;389;500;727;360;223;219;
37064;1;2;6;13;37;25;24;100;
38395;14;41;136;152;201;176;227;305;
13094;5;16;78;170;260;215;279;220;
13095;6;9;24;17;40;58;311;96;
37066;2;2;12;38;82;29;79;67;
38397;14;30;233;432;413;485;1370;256;
37067;6;19;61;134;184;166;185;125;
38398;3;2;17;47;133;79;105;56;
38399;20;48;239;439;626;325;331;242;
13098;55;68;291;401;651;505;570;290;
13099;18;26;54;74;115;73;44;287;
13092;76;282;577;789;894;534;448;435;
38390;3;1;13;26;51;52;70;18;
13093;2;8;10;15;32;38;41;19;
37060;1;2;25;51;167;136;140;79;
37061;3;3;15;32;69;43;51;136;
38392;3;1;6;25;43;67;91;33;
13091;18;71;220;406;504;417;710;328;
37062;6;12;49;162;247;147;119;176;
38393;2;3;15;56;169;178;193;77;
49041;5;11;55;166;274;170;184;122;
25078;2;7;12;38;107;121;152;45;
25079;1;1;13;21;36;48;58;17;
49048;6;28;79;122;299;292;380;115;
25070;2;;9;15;38;39;51;40;
49045;4;5;10;26;71;44;64;52;
37052;3;5;32;81;136;101;106;60;
38383;2;6;63;96;240;290;360;82;
38384;13;33;146;244;343;260;267;173;
37054;5;16;42;199;495;305;313;55;
38386;4;33;64;116;229;191;235;166;
37057;1;6;17;40;87;61;79;77;
38388;3;13;55;121;327;250;202;70;
37058;8;20;48;85;167;132;164;180;
38389;15;86;123;212;375;298;334;116;
37050;350;272;213;420;359;230;276;240;
37051;2;12;19;68;123;86;103;98;
38382;21;91;506;861;647;396;275;189;
49030;1;7;22;47;98;81;116;59;
25089;1;;;5;8;5;22;10;
49035;12;30;136;307;705;566;944;173;
63332;1;;3;17;63;69;67;28;
62003;2;1;18;28;64;62;78;8;
63334;5;2;40;35;63;47;73;151;
62004;68;188;397;857;1163;598;366;254;
63335;1;9;28;43;62;47;48;129;
63336;4;4;18;38;20;12;14;165;
62007;1;;6;20;68;73;120;13;
63338;39;118;269;463;431;253;233;639;
62008;2;1;10;39;92;79;90;30;
62009;1;2;6;24;18;18;39;9;
51352;2;5;10;60;131;73;66;9;
76651;1;;4;6;20;23;13;36;
76652;2;7;16;50;92;50;60;46;
50023;1;1;4;35;80;71;88;44;
50025;162;300;817;1367;1058;649;699;752;
76655;57;139;331;484;409;264;214;1071;
51358;1;1;7;36;82;49;67;28;
50029;3;23;96;120;143;81;68;248;
51359;2;2;3;5;29;17;29;15;
63340;2;;6;24;40;32;26;138;
63341;2;4;16;44;73;53;73;105;
62011;4;12;11;41;52;61;86;18;
63342;2;4;5;26;36;21;18;63;
62012;1;1;5;14;27;16;29;5;
63343;2;2;5;25;30;27;32;53;
62013;1;2;28;121;345;176;130;55;
63344;1;1;8;16;19;13;20;87;
62014;65;135;421;848;1256;739;702;530;
63345;3;11;71;151;322;404;471;249;
63346;1;7;24;20;25;13;20;154;
62018;2;4;2;10;36;25;24;37;
63349;17;22;60;186;299;208;140;213;
62019;7;24;138;366;572;306;236;90;
50030;3;22;49;84;65;29;39;333;
50032;2;4;13;34;93;117;130;19;
76640;15;99;339;910;1273;591;343;303;
50031;10;85;154;250;294;170;249;2041;
76642;2;1;4;22;43;25;14;27;
51367;4;1;32;64;146;105;133;94;
76644;1;7;12;46;116;81;58;60;
76646;1;3;13;36;64;59;64;70;
76647;28;89;258;441;441;271;293;172;
76648;23;75;192;287;255;144;105;143;
63350;1;2;12;39;186;163;114;41;
63352;5;23;65;155;260;181;150;186;
62023;5;11;59;222;450;269;194;103;
63354;30;37;71;139;166;109;94;314;
74009;1;11;29;45;62;80;161;60;
62024;2;;15;38;111;94;88;32;
63355;2;6;18;19;28;15;31;135;
74008;126;284;741;936;484;209;187;1033;
74007;14;14;103;199;269;223;267;121;
74006;14;27;132;211;164;120;171;62;
74005;11;18;110;204;408;484;465;168;
62028;1;2;10;33;79;59;72;19;
74003;1;2;35;31;95;96;164;107;
74002;10;44;116;250;242;163;204;76;
74001;36;39;89;143;136;86;102;1213;
50041;45;103;163;527;1037;837;875;1007;
76672;1;21;42;79;144;77;59;46;
50042;3;14;16;34;44;48;47;124;
51378;1;;5;21;33;34;63;21;
76677;3;1;8;24;44;30;33;33;
76678;1;3;15;72;116;75;70;46;
50049;1;3;26;44;77;45;84;103;
51379;2;3;11;15;40;39;96;18;
62031;8;3;26;57;195;154;138;36;
62032;3;20;197;531;615;300;222;85;
62033;8;13;131;426;664;315;207;122;
62034;2;12;61;323;265;134;93;40;
63365;2;1;17;29;49;32;57;181;
62035;17;44;177;604;932;434;266;198;
74019;90;51;185;323;253;162;262;81;
62036;4;8;32;65;104;50;62;40;
74018;4;10;84;133;170;150;218;106;
62037;5;11;56;134;359;256;372;58;
62038;18;80;197;336;554;349;336;254;
74016;58;31;145;195;247;157;291;470;
62039;2;5;11;37;100;93;90;48;
74015;3;1;18;56;92;113;156;83;
74014;97;68;159;155;114;102;165;6266;
74013;15;34;79;141;182;189;323;310;
74012;590;705;1833;2314;1013;248;204;1023;
51381;1;26;18;25;67;61;73;53;
74010;2110;2275;5771;8560;4941;1855;1630;3684;
51380;26;51;209;357;513;239;247;294;
76660;4;4;16;29;91;81;82;28;
51384;1;;2;7;35;44;56;13;
76663;1;9;25;87;132;86;92;267;
51386;1;1;;5;14;9;23;25;
51388;15;25;133;373;498;371;235;209;
76667;1;3;5;18;41;42;32;17;
76669;1;3;7;14;51;37;51;25;
63360;1;3;5;20;21;17;16;91;
62041;822;777;1789;2094;1534;601;569;1030;
63372;1;2;8;41;75;62;64;19;
62042;3;4;18;68;138;87;97;23;
63373;1;1;2;12;18;26;27;50;
62043;8;21;52;137;220;178;155;74;
63374;2;13;22;18;32;23;25;130;
62044;7;12;11;51;108;73;62;110;
62045;9;25;63;121;188;114;117;46;
62046;3;6;29;51;106;64;56;56;
63377;2;4;9;24;50;39;57;174;
63378;1;7;22;46;103;98;123;52;
62048;13;26;163;505;629;237;124;244;
74027;3;9;24;27;35;46;45;53;
74026;29;80;272;444;468;355;332;124;
74025;5;12;31;82;105;115;234;154;
74024;5;23;69;167;201;197;257;104;
51390;1;4;12;41;78;70;119;48;
74021;2;7;44;92;139;143;244;110;
50060;1;1;10;34;62;37;37;47;
51391;2;2;27;132;328;206;191;38;
74020;5;3;30;40;80;145;215;50;
76693;1;;9;39;56;71;104;51;
76697;11;14;22;75;96;75;55;43;
50066;13;21;85;168;284;252;371;2049;
51397;3;1;2;4;15;17;29;15;
76698;1;7;20;40;55;40;42;26;
51399;1;1;4;38;57;50;84;49;
86019;7;12;57;172;386;312;303;138;
86016;10;8;17;83;319;233;232;30;
86017;4;21;12;57;152;124;111;72;
86014;1;2;20;101;270;158;175;71;
86015;7;51;40;115;191;128;128;327;
86013;1;3;3;11;16;10;8;17;
63370;3;2;16;28;46;46;34;79;
62040;50;112;432;1131;1458;575;393;298;
63371;1;4;7;13;28;16;17;114;
86011;1;3;;16;21;21;27;86;
62052;1;;4;16;38;39;60;44;
63383;1;4;16;26;31;20;13;99;
62054;1;6;19;61;72;45;44;317;
63385;4;4;9;21;35;52;51;109;
62056;1;11;38;66;58;55;49;331;
63387;1;;9;36;108;108;113;45;
62057;16;49;169;432;724;423;336;199;
63388;1;5;17;36;78;80;80;185;
74038;42;24;47;67;91;90;138;329;
74037;5;35;92;124;140;158;190;151;
74036;1;6;16;14;29;27;65;58;
74035;1;1;13;21;47;67;77;20;
74034;11;10;34;67;50;50;47;709;
74033;16;30;74;118;130;100;125;956;
50072;2;;3;9;22;15;29;18;
74032;15;31;48;91;145;121;119;918;
76680;1;1;;8;26;20;14;12;
74031;11;41;154;245;227;170;339;175;
76681;142;310;1182;1852;1198;441;230;479;
50074;3;55;136;258;293;168;154;204;
76683;3;2;15;34;46;27;34;188;
50076;21;61;129;291;483;318;325;1093;
76684;2;1;26;92;160;107;90;38;
50078;4;5;20;36;60;48;46;422;
86009;4;21;28;99;147;104;94;116;
50077;6;8;22;37;121;117;150;225;
76688;1;1;2;27;51;34;43;21;
86007;1;2;15;82;149;123;136;50;
50079;1;1;6;17;56;39;44;13;
86008;2;3;5;27;47;32;47;76;
86005;2;6;9;46;75;76;69;67;
86006;1;1;13;41;82;67;60;140;
86003;3;1;3;18;46;23;49;54;
86001;1;12;27;52;100;79;72;150;
63380;13;18;45;80;69;57;56;356;
86002;1;4;6;23;56;71;67;27;
62050;10;25;79;175;212;93;43;120;
63381;3;14;40;97;208;175;140;158;
62051;9;60;177;455;685;313;195;109;
62063;5;12;70;192;270;120;119;125;
63394;1;2;7;12;32;20;30;164;
63395;4;11;29;46;102;84;73;60;
86031;1;6;39;120;219;164;207;154;
62065;122;241;568;903;735;275;152;294;
63397;26;26;75;121;143;78;87;263;
62067;1;;5;9;86;67;46;12;
62068;1;;7;18;30;34;45;11;
63399;1;3;7;8;14;6;4;31;
62069;1;;7;15;37;18;36;21;
74049;2;9;35;50;41;41;32;259;
74048;1;12;28;58;88;84;132;43;
74046;2;1;7;21;50;49;63;6;
74044;1;9;40;88;78;64;152;158;
50083;2;2;12;31;66;58;59;33;
74043;26;84;266;439;571;440;489;302;
50082;57;67;235;530;766;477;454;418;
74042;68;187;519;632;392;204;162;310;
50085;2;9;31;97;152;119;149;222;
74040;19;40;172;263;230;263;363;188;
50087;3;12;57;94;226;209;275;79;
50086;1;11;12;23;27;33;33;31;
86039;2;4;19;56;71;54;100;116;
86036;3;11;11;42;102;77;104;72;
86037;1;5;16;48;74;30;44;165;
63390;3;1;4;14;39;52;67;68;
86034;1;3;14;42;72;59;78;109;
62060;3;23;143;260;449;168;106;282;
63392;1;4;14;26;74;62;58;50;
86032;4;11;37;137;267;194;232;120;
63393;5;25;81;177;230;134;145;327;
62075;1;1;11;42;125;129;191;44;
62076;1;;1;8;15;21;28;7;
62078;3;12;41;62;124;103;87;99;
74058;21;43;72;103;65;43;60;1286;
74057;4;8;27;44;98;92;127;65;
74056;295;419;911;984;702;393;442;9885;
74055;4;2;27;39;44;46;62;71;
74054;1;1;16;29;60;70;87;26;
50093;1;3;10;39;67;30;28;45;
74053;2;4;31;53;106;102;124;42;
74052;2;2;19;44;71;84;186;90;
50095;4;14;61;118;210;163;197;94;
74051;2;4;18;36;57;71;80;69;
74050;1;2;15;38;65;73;82;112;
50099;128;226;593;1241;1277;688;640;705;
86027;8;10;49;120;187;160;157;51;
86028;11;4;15;50;135;122;116;26;
86026;2;3;10;36;64;51;54;45;
86023;1;2;6;15;42;19;41;50;
86024;1;1;14;70;151;137;207;47;
62073;1;2;17;76;169;160;155;29;
86022;4;5;10;15;19;30;43;49;
14322;1;;5;9;22;16;53;6;
01005;6;13;54;95;213;140;215;96;
02336;1;7;23;57;113;81;98;36;
26303;1;;5;8;9;9;12;66;
01004;59;87;508;810;669;316;252;298;
26302;1;;9;26;76;59;59;34;
02334;5;16;166;335;397;190;168;178;
26305;3;11;28;56;126;100;113;105;
27633;2;12;27;32;64;46;26;24;
02333;1;2;2;8;27;9;11;12;
26304;5;4;11;11;35;26;17;61;
01009;1;1;5;15;31;41;51;46;
26307;5;34;182;267;381;260;229;296;
01008;2;7;19;39;108;78;69;32;
26306;5;6;15;32;44;34;21;123;
01007;8;8;72;166;334;281;300;92;
26309;2;4;7;18;21;20;39;105;
01006;1;;5;5;9;19;14;21;
26308;1;;6;9;17;22;14;61;
27638;3;6;30;195;398;360;405;51;
01001;1;2;4;40;81;74;104;42;
27632;3;2;8;27;53;47;41;16;
26301;16;46;236;351;499;333;346;267;
26300;1;5;2;3;4;5;5;19;
14325;18;44;114;213;368;289;293;732;
14326;1;4;13;46;84;70;102;62;
14327;715;427;1038;1327;631;233;120;355;
14328;2;6;20;119;174;116;104;44;
13001;5774;2618;4787;6582;4551;1948;2612;5658;
13002;67;158;496;667;793;571;547;360;
14333;81;266;707;889;780;288;329;2319;
02324;1;2;6;12;26;23;42;23;
26313;16;33;135;323;806;604;463;118;
27644;1;3;2;20;63;54;53;29;
02322;2;;5;24;38;44;42;19;
02329;1;;6;22;36;37;64;26;
26317;2;6;21;53;112;82;63;75;
02326;1;3;14;33;64;22;64;35;
27649;2;1;14;32;43;29;21;37;
02321;1;7;31;58;137;71;75;42;
27643;4;33;49;127;121;64;68;183;
2A308;13;23;32;45;42;26;21;390;
26311;4;14;56;126;158;109;86;72;
13005;247;498;1353;2683;1728;741;684;799;
13006;3;19;58;127;155;155;148;114;
13003;11;24;128;133;244;215;292;121;
14334;1;3;8;30;41;36;16;16;
13004;377;558;1556;2567;2324;1130;956;1617;
14335;3;;6;23;28;29;42;66;
13009;4;13;37;27;64;52;135;24;
2A300;13;27;60;100;103;78;124;400;
13007;43;100;292;375;467;418;336;284;
14338;60;120;167;158;166;107;157;4148;
13008;2;5;16;28;37;44;96;24;
14300;1;1;;2;5;4;10;13;
01027;5;8;44;93;213;162;168;45;
01026;1;10;39;91;129;81;78;33;
01025;11;10;29;148;472;477;450;132;
01024;3;19;84;145;354;394;298;89;
02355;1;3;15;39;155;76;93;26;
27617;1;4;11;38;73;40;32;15;
27615;2;;2;4;18;20;31;2;
02359;2;41;46;125;151;97;68;33;
27616;4;5;24;138;242;167;221;54;
14309;3;10;41;63;107;63;53;17;
01022;7;16;53;144;177;90;84;151;
02352;4;11;41;45;59;37;44;40;
02351;2;;;6;13;8;19;20;
14303;4;3;17;79;127;74;81;75;
14304;3;7;11;45;69;72;148;191;
14301;18;92;245;643;666;280;161;94;
14302;1;2;3;6;12;15;38;84;
14308;2;1;6;12;31;36;25;34;
14305;1;;10;16;53;54;162;217;
14306;2;1;11;18;31;37;73;32;
02347;4;2;10;30;73;37;45;38;
01015;1;4;16;34;75;69;93;116;
01014;4;43;165;251;389;269;225;113;
27622;4;6;107;299;270;102;87;150;
27623;1;2;3;20;52;59;44;8;
27629;17;35;121;207;259;137;90;152;
01017;1;6;18;47;52;39;34;122;
27620;1;1;12;31;57;45;52;40;
02340;8;61;234;634;934;306;148;158;
51303;2;2;12;26;69;43;82;23;
14312;12;41;161;185;214;116;100;1094;
14318;1;4;13;31;73;58;85;105;
51309;1;1;;2;3;12;19;6;
51308;3;9;54;72;208;171;289;48;
76610;5;6;47;125;243;122;125;43;
51311;2;1;;8;25;21;30;15;
76612;1;1;9;15;33;19;15;26;
76613;1;6;8;63;102;55;50;370;
76614;1;4;23;52;117;107;320;44;
76617;2;1;8;44;77;152;418;24;
51317;1;1;2;2;3;3;14;6;
76618;28;54;193;630;1292;899;753;717;
27608;1;4;5;23;67;52;37;27;
27609;1;;10;30;51;31;28;56;
63300;78;208;663;910;992;423;425;503;
63301;6;6;37;52;108;76;50;112;
63302;8;21;70;164;372;346;389;125;
27602;7;13;120;402;969;439;236;129;
27603;1;;3;14;46;31;32;80;
63305;12;21;27;66;96;62;64;163;
27601;1;5;10;25;48;43;47;56;
63307;25;77;259;786;878;774;621;370;
63308;129;226;336;385;306;289;496;1046;
76600;3;16;59;137;206;180;156;128;
76602;1;1;11;45;88;59;55;25;
76605;1;;11;26;54;54;66;248;
51329;2;3;7;45;145;127;157;24;
76606;3;2;4;13;20;15;19;11;
51328;1;2;14;57;115;91;137;46;
76608;5;15;42;96;247;188;204;27;
63310;4;;7;23;16;24;15;45;
63314;3;7;31;67;55;38;53;202;
63315;7;12;71;122;172;166;202;136;
63317;2;;12;20;61;46;79;29;
02318;7;10;72;158;173;98;88;116;
63318;1;2;11;28;64;45;55;76;
02317;1;2;4;10;26;15;32;5;
63319;21;10;36;61;92;68;66;693;
02315;1;6;33;119;214;135;122;79;
02310;1;1;10;13;30;26;32;15;
76631;5;4;26;67;174;112;140;33;
50003;23;53;193;295;341;241;385;2044;
51334;1;;;13;78;57;37;14;
50002;23;125;177;363;575;401;405;236;
51333;1;2;10;26;54;59;121;53;
76634;1;2;7;53;99;106;99;34;
51336;1;;1;2;5;11;8;2;
76635;1;2;4;9;7;6;6;18;
76636;2;33;44;167;282;231;225;49;
51338;1;;6;38;71;61;124;53;
76637;2;14;46;86;122;61;60;264;
76638;1;2;14;81;178;94;82;25;
51339;1;;1;23;77;61;69;14;
02309;2;4;5;30;97;75;41;35;
63321;3;8;22;55;102;99;106;85;
63322;2;8;33;106;276;278;204;70;
63326;1;6;20;39;51;53;53;73;
63327;1;8;35;76;224;235;224;148;
63328;1;4;8;4;5;;5;46;
02307;4;41;136;219;223;132;132;146;
63329;1;;4;10;14;22;25;31;
02305;18;71;228;359;358;156;174;233;
02304;32;65;257;369;271;134;127;334;
51340;1;1;;15;55;50;82;16;
76620;1;;3;12;39;22;37;5;
51342;1;;3;8;28;36;37;10;
76621;1;3;20;63;133;103;111;31;
76622;1;2;5;13;38;23;45;16;
51344;3;8;30;91;257;146;128;59;
76623;1;1;4;6;14;14;9;17;
76624;17;68;208;489;513;241;152;217;
50015;1;4;24;56;91;71;54;193;
51346;7;11;45;97;153;107;107;107;
76626;1;;5;19;42;38;50;8;
76627;1;4;12;57;202;125;165;42;
76628;1;6;7;38;97;76;76;17;
13074;34;75;277;413;491;383;325;204;
37041;1;3;9;25;42;32;32;35;
38372;2;1;11;37;91;67;78;73;
13075;23;146;289;565;535;260;155;112;
38373;2;3;14;36;85;127;219;37;
13072;29;58;135;254;320;231;460;210;
37043;1;8;15;64;117;94;134;72;
38374;27;67;70;119;397;342;407;154;
13073;26;75;242;453;701;488;359;135;
38375;2;6;19;17;3;4;6;159;
13078;32;194;744;1376;1025;372;160;791;
37045;2;8;36;107;152;88;92;61;
13079;10;30;77;115;140;134;180;107;
37046;1;1;15;42;73;29;51;100;
38377;11;30;115;239;476;307;231;183;
13076;9;15;120;206;475;255;253;187;
37047;1;3;12;36;123;119;182;35;
38378;5;43;91;230;569;338;298;102;
49029;1;3;23;67;131;122;215;92;
13077;108;84;408;1051;748;259;115;226;
37048;1;8;7;35;44;29;28;93;
13070;29;75;427;794;687;327;218;150;
13071;76;161;429;792;1007;544;514;255;
25051;1;9;11;33;67;69;93;53;
01083;1;2;18;33;82;82;122;36;
25054;1;1;5;15;68;60;63;8;
01082;2;3;20;40;61;47;58;66;
25056;3313;2446;5408;7183;3375;1518;1548;3554;
01088;1;;13;25;102;105;109;41;
25058;27;41;79;104;134;130;113;145;
25057;11;37;251;698;580;262;210;256;
37049;3;10;36;90;155;109;140;97;
49027;2;5;26;92;252;232;155;42;
49026;12;20;79;167;344;245;257;74;
01081;2;22;25;67;83;69;79;107;
49023;60;164;461;988;2345;1637;1278;568;
01080;2;4;22;39;84;60;73;126;
49022;1;3;30;89;150;136;148;69;
26381;1;1;18;22;88;91;111;33;
49021;33;81;268;449;869;576;487;243;
26380;1;;14;27;64;67;55;14;
49020;52;48;222;297;585;525;569;158;
13085;18;91;280;397;588;427;398;194;
37030;1;;12;47;108;67;75;26;
13086;68;161;533;698;772;624;778;593;
37031;20;52;175;352;472;285;416;363;
13083;44;58;173;352;545;366;332;185;
37032;1;5;5;11;25;28;39;38;
13084;114;121;294;403;570;320;318;223;
37033;2;6;6;15;35;23;31;93;
38364;2;1;9;39;45;35;41;46;
13089;18;96;183;256;430;247;223;176;
38365;2;3;8;39;92;70;105;74;
37035;1;2;14;24;34;31;38;44;
13087;40;136;270;489;507;260;315;357;
37036;1;2;9;20;22;13;22;29;
49018;33;152;264;641;1101;710;804;760;
13088;33;80;335;494;599;387;217;323;
37037;1;1;6;12;34;21;24;49;
49017;1;3;9;37;64;48;49;50;
13081;45;67;175;464;626;298;202;86;
13082;15;45;176;213;337;354;744;374;
13080;60;64;232;403;541;399;463;237;
38360;2;3;10;12;38;46;53;30;
01074;12;26;112;204;279;198;153;79;
25063;2;8;19;47;134;118;127;53;
01073;1;4;31;60;101;115;140;132;
01072;8;16;100;207;346;311;333;128;
01071;28;44;290;362;402;294;592;216;
01078;5;12;47;95;95;122;254;117;
01077;1;2;7;14;25;23;23;39;
01075;1;8;35;83;148;109;168;34;
37038;9;12;21;56;101;57;84;130;
37039;1;22;9;48;66;34;39;45;
49015;74;122;441;555;580;365;434;129;
49012;1;;5;22;42;28;50;33;
49011;1;1;2;15;56;52;37;17;
49010;1;3;3;10;29;33;51;21;
25060;15;3;12;23;61;63;115;55;
13052;13;32;104;200;257;246;256;205;
14383;17;19;93;226;313;227;212;60;
13053;53;111;258;425;731;529;484;1519;
14384;44;106;184;257;335;226;315;843;
2A362;18;51;150;263;250;216;265;2933;
37020;8;21;107;203;266;127;129;149;
13050;121;223;547;847;984;708;932;417;
37021;4;8;33;106;160;120;180;108;
38352;7;22;77;125;204;174;302;75;
13051;78;137;317;510;1098;744;614;250;
37022;6;9;57;192;318;262;364;191;
38353;3;4;20;47;124;96;51;38;
13056;523;526;1722;2974;1879;790;558;1246;
37023;2;1;7;28;35;15;28;47;
38354;2;2;5;16;47;39;52;47;
37024;5;11;29;65;118;84;98;92;
49008;1;4;13;44;87;80;116;64;
13054;89;378;902;1783;1270;605;367;524;
14385;2;;;2;12;15;26;12;
37025;1;1;8;33;66;77;80;21;
49007;4826;3304;7347;8230;4665;2147;1903;3414;
13055;15952;18353;39091;46927;23217;8451;6569;20950;
37026;1;5;17;52;93;41;58;106;
38357;16;22;53;163;328;253;260;89;
26369;1;2;5;6;6;7;8;31;
26368;2;8;3;36;38;34;46;42;
25039;1;8;34;58;80;104;103;55;
26361;4;2;6;19;9;17;9;132;
27693;5;4;17;45;118;144;168;105;
26360;2;3;16;28;82;54;107;102;
27691;1;1;6;53;117;69;69;40;
25031;68;93;429;770;540;277;188;379;
26362;1457;722;2470;3547;2268;1026;860;2519;
26365;3;8;14;28;55;64;90;59;
27697;1;2;1;10;28;30;61;5;
26364;2;3;11;27;40;29;43;119;
25036;9;22;36;82;208;226;243;54;
26367;1;8;15;40;64;74;99;138;
25035;2;15;30;61;240;297;343;50;
2A358;2;2;10;9;5;1;;47;
37027;53;101;280;579;567;357;486;340;
37028;3;3;37;70;96;86;77;182;
38359;11;13;49;69;115;128;134;153;
13058;13;54;127;185;204;174;316;668;
37029;3;2;11;22;41;31;43;36;
49003;1;12;50;97;205;148;209;143;
13059;42;75;197;319;358;249;310;201;
49002;11;24;62;202;380;279;285;178;
13063;60;164;830;1294;1210;388;226;305;
13064;6;34;69;145;323;246;273;163;
38340;16;90;121;233;222;120;86;139;
38341;2;1;16;49;118;118;132;41;
13062;12;27;86;159;419;367;550;78;
37011;21;21;104;208;245;144;159;95;
38342;2;5;5;13;33;31;43;54;
13067;40;56;161;233;344;234;198;210;
37012;2;2;9;27;96;52;37;70;
38343;3;7;29;69;166;171;200;111;
13068;1;9;35;106;255;197;250;528;
37013;4;3;16;29;60;47;37;88;
38344;27;97;461;798;1120;614;525;489;
13065;32;60;129;275;392;283;363;481;
14396;7;5;18;33;103;84;112;15;
37014;40;51;154;284;399;253;286;355;
38345;3;2;4;21;71;65;71;36;
13066;24;86;281;431;631;502;508;351;
14397;1;;6;16;33;23;49;56;
37015;5;22;55;153;309;311;459;133;
25048;8;12;137;340;604;307;219;127;
26379;1;7;21;32;150;94;80;21;
13060;57;67;249;446;489;387;654;148;
14391;1;1;4;14;42;49;48;31;
01095;1;3;26;39;83;81;100;121;
25040;8;8;20;76;82;93;73;39;
25043;2;12;60;147;253;165;187;98;
01093;34;94;281;486;620;326;377;297;
01099;3;43;54;78;168;167;188;56;
01098;1;3;20;58;143;111;134;88;
25047;43;87;239;682;606;378;335;517;
25046;1;1;;6;6;2;15;17;
26377;1;1;24;90;128;119;135;548;
37016;2;2;7;27;45;43;36;52;
38347;2;15;51;64;127;78;129;202;
38348;8;15;90;199;468;411;603;129;
13069;64;174;509;685;1224;947;991;336;
37018;21;60;287;615;941;612;855;205;
38349;5;24;79;155;348;223;118;105;
01090;1;4;3;13;31;42;58;17;
26370;5;3;5;11;11;14;17;56;
13030;38;121;245;387;446;403;348;233;
13031;17;83;213;228;333;281;246;84;
38331;2;5;5;18;77;100;178;41;
13034;10;16;71;130;163;112;288;569;
14365;23;70;144;237;288;224;224;702;
37001;1;6;40;106;167;85;70;122;
38332;13;66;232;323;402;268;214;162;
13035;53;160;372;481;742;566;596;532;
14366;249;438;1074;1162;753;310;219;614;
37002;4;16;64;94;178;147;174;81;
38333;1;5;19;17;38;25;41;146;
13032;80;155;397;450;595;593;1069;287;
37003;54;93;407;569;493;308;356;654;
38334;7;7;29;45;82;120;241;86;
13033;47;103;250;300;544;464;476;523;
14364;3;1;12;34;49;34;60;18;
37004;1;9;9;27;51;32;56;50;
38335;2;2;25;51;141;106;128;60;
01049;12;21;82;150;351;303;358;78;
26347;99;170;459;802;805;387;234;389;
27679;129;225;600;921;859;442;445;813;
02379;1;;6;13;23;12;26;21;
25015;1;20;16;48;70;72;95;39;
26346;2;3;6;11;25;18;33;58;
01046;1;4;9;36;94;80;112;34;
26348;4;21;64;138;246;168;153;314;
27678;2;1;9;49;149;105;105;49;
01041;1;3;31;50;111;61;72;64;
02372;1;2;9;20;44;34;37;18;
