Code_commune;surf_moins_30;surf_30_40;surf_40_60;surf_60_80;surf_80_100;surf_100_120;surf_plus_120;surf_hors_res_principale;surf_hors_log_ordinaire
47093;4;;8;25;41;39;50;65;
47094;1;4;5;37;106;73;97;40;
47091;14;18;75;122;296;257;217;94;
47099;1;1;9;24;63;72;92;53;
47097;1;5;17;44;103;103;134;77;
47098;1;;2;6;24;34;70;40;
47095;1;;6;35;122;112;94;38;
47096;2;;4;8;20;21;40;37;
59071;6;6;55;96;226;180;343;58;
60060;2;3;31;30;48;48;73;15;
24407;2;2;3;16;38;23;37;78;
59070;3;2;9;12;30;34;47;13;
61393;1;4;6;10;17;16;10;34;
61394;1;6;30;80;107;65;76;140;
24409;1;2;25;98;170;115;120;100;
61395;4;1;2;14;25;18;34;50;
61396;1;;1;3;7;8;13;16;
61397;30;23;106;431;570;320;239;94;
61399;1;1;1;10;7;8;9;20;
59079;7;71;410;715;954;366;166;190;
72046;18;7;40;136;193;106;148;111;
59078;3;1;18;37;64;73;69;45;
72044;1;1;5;20;38;48;54;38;
24401;2;5;8;17;40;31;44;84;
24404;2;5;5;12;20;20;28;52;
59075;1;6;11;41;81;72;74;22;
72042;6;37;90;231;281;144;162;197;
59074;3;13;92;164;265;175;188;105;
59077;2;1;6;16;13;23;37;15;
84039;32;98;272;464;737;443;394;463;
84038;12;31;102;258;543;348;467;264;
60069;2;11;54;56;98;94;107;47;
60068;30;48;181;392;371;205;141;126;
84035;194;395;908;1272;1107;453;474;792;
60067;6;11;37;96;134;72;70;57;
84034;27;45;216;265;525;474;556;251;
84037;17;34;110;177;218;171;196;190;
60065;3;7;51;127;183;136;103;37;
84036;22;36;99;182;331;310;413;157;
84031;114;220;831;1331;1311;603;587;807;
60063;2;7;15;43;89;78;78;43;
84030;18;36;113;233;481;312;288;402;
60062;1;1;14;24;30;27;26;12;
61390;1;1;8;14;12;15;18;23;
61391;24;65;167;328;437;261;255;254;
84032;2;6;19;31;34;59;62;136;
24419;2;5;7;24;112;96;131;72;
59082;2;13;34;89;214;168;165;28;
24418;2;1;23;74;129;96;96;97;
59081;2;3;21;45;64;42;44;31;
60070;1;;11;32;42;42;42;12;
59084;3;9;75;134;229;169;210;55;
59083;2;1;5;5;14;18;40;6;
59080;3;25;75;151;274;231;280;68;
72059;4;9;14;64;88;78;105;73;
24411;1;;2;7;20;13;24;20;
24410;2;4;16;39;95;50;50;116;
59089;1;8;50;79;174;136;120;65;
72058;5;21;131;332;691;520;831;157;
24412;3;5;29;67;98;113;111;364;
72053;3;9;42;63;152;98;125;75;
24414;1;3;3;19;32;29;47;51;
72054;4;12;70;229;468;307;269;62;
24417;1;2;13;45;62;49;65;111;
59088;2;14;41;74;195;134;261;63;
72051;3;16;65;202;425;295;347;122;
72052;3;4;26;59;81;74;83;167;
11109;1;;7;10;4;5;2;14;
11108;1;;1;1;4;6;10;12;
72050;16;24;47;128;222;132;133;93;
84028;3;9;23;56;113;127;131;166;
84027;6;29;90;162;277;242;329;143;
84029;15;34;109;242;597;433;370;208;
11101;1;1;3;6;16;3;1;57;
60079;3;7;23;46;98;96;77;26;
84024;3;19;50;70;91;86;107;86;
60078;1;2;5;17;12;3;11;8;
84023;1;3;2;9;9;8;18;38;
84026;32;112;273;342;444;301;310;447;
11102;1;4;13;32;62;64;88;50;
84025;10;23;69;113;180;181;241;320;
60075;1;2;5;10;14;13;9;11;
84020;7;27;62;116;139;114;138;623;
11104;1;3;5;6;7;10;3;117;
60074;1;7;13;53;128;137;128;32;
11107;1;1;3;8;7;9;7;28;
60073;1;2;10;37;73;47;47;36;
11106;29;113;252;478;880;528;379;508;
60072;1;1;7;26;34;34;28;19;
84021;2;1;2;9;12;9;5;64;
60082;2;6;22;65;82;72;75;39;
59092;14;33;149;344;628;306;181;168;
60081;2;12;14;35;56;38;40;8;
84051;5;13;53;78;116;114;158;374;
59094;37;144;430;715;955;401;270;308;
84050;7;13;64;112;130;142;328;1107;
59090;14;90;230;352;626;943;1569;164;
72068;10;32;110;172;184;106;94;257;
72067;3;1;23;59;114;87;99;61;
59097;5;3;6;24;25;37;34;;
59096;5;13;37;57;124;133;254;44;
72065;8;12;40;126;309;222;285;62;
97362;43;155;204;102;110;106;55;111;
59099;1;7;55;152;191;141;166;68;
72062;1;3;20;60;129;71;64;33;
59098;3;38;216;323;497;432;400;76;
72061;2;7;38;98;232;158;151;71;
97361;62;59;49;62;37;23;22;41;
97360;372;425;378;268;170;68;59;17;
84057;3;10;17;20;43;27;46;164;
84056;10;43;163;426;718;415;330;299;
60088;41;89;261;393;550;344;265;139;
84059;1;4;6;8;12;5;15;34;
60087;2;4;4;19;29;30;53;21;
84058;6;4;15;31;55;39;51;252;
60086;11;62;80;194;199;155;164;77;
84053;7;8;60;128;245;199;144;172;
84052;7;17;34;83;121;121;174;212;
84055;1;4;34;71;202;158;198;40;
60083;3;4;21;63;112;85;101;49;
84054;77;311;610;809;976;537;496;762;
84040;3;4;10;22;52;45;48;148;
60090;2;3;10;12;45;39;37;7;
72079;1;8;1;11;30;33;42;16;
97356;77;82;137;25;9;2;2;28;
72077;1;5;27;38;47;25;47;101;
72078;2;1;8;49;46;31;20;48;
97357;72;186;354;398;340;151;59;165;
72075;3;;13;69;109;79;117;65;
97352;5;13;10;8;9;3;3;11;
97353;209;181;303;285;181;76;32;52;
72071;53;82;376;827;835;381;354;706;
84049;2;8;17;30;54;31;57;153;
84045;2;3;14;25;51;46;52;141;
84048;4;3;6;10;7;4;4;24;
84047;6;41;66;196;516;295;229;261;
84042;14;32;87;156;204;150;182;325;
84041;3;5;10;22;45;50;82;160;
60095;2;3;11;23;39;26;48;49;
84044;1;9;53;78;149;91;112;274;
84043;29;104;438;775;1184;679;547;310;
84071;10;17;71;127;198;195;221;198;
84070;4;5;70;97;204;143;209;205;
84073;9;7;33;57;108;109;142;395;
84072;25;43;207;380;717;550;706;582;
72088;2;3;8;22;35;29;39;23;
72089;7;27;91;170;301;139;158;111;
72080;1;7;46;154;411;241;282;101;
84079;4;5;13;31;25;30;29;173;
84078;21;28;160;265;429;330;386;260;
84075;4;7;22;40;56;43;42;104;
84074;10;26;86;154;273;195;226;262;
84077;2;2;11;18;43;48;61;78;
84076;4;21;52;65;140;102;144;103;
84062;3;16;65;110;178;155;222;184;
72098;2;3;17;57;52;48;47;78;
72095;60;172;486;1210;757;324;360;179;
72096;1;2;9;87;173;150;156;71;
72093;4;4;24;75;124;87;70;45;
72094;2;4;26;53;69;65;59;108;
72090;33;42;155;390;366;176;209;185;
84068;16;29;79;85;99;81;137;450;
84067;1;21;64;120;327;261;261;169;
84069;16;39;117;260;339;218;230;948;
84064;18;41;114;305;540;333;252;259;
84063;5;7;13;22;36;45;55;31;
84066;2;4;10;11;35;29;34;97;
84065;26;58;152;228;467;351;412;441;
84092;210;170;415;678;898;385;153;271;
84095;4;9;21;48;80;67;116;110;
84094;2;6;20;35;68;65;77;122;
84091;24;42;186;337;694;519;529;294;
84090;4;10;37;46;66;57;74;112;
84097;1;7;17;36;66;52;57;105;
84096;4;8;17;44;104;89;96;187;
84099;19;42;149;311;603;378;396;290;
84098;2;4;25;55;71;64;64;124;
84082;5;14;94;130;224;165;200;374;
84081;20;68;363;622;1196;766;571;227;
84084;4;22;54;98;128;117;144;159;
84083;9;22;71;144;308;239;240;187;
84080;21;43;257;437;678;340;302;177;
84089;99;269;657;885;860;438;385;380;
84086;10;12;71;89;133;137;172;345;
84085;3;4;15;37;36;35;59;223;
84088;11;31;126;249;569;333;405;231;
84087;119;282;906;1299;1279;654;589;624;
47009;1;;2;11;13;20;49;39;
47007;1;1;1;17;24;13;19;50;
11055;6;1;13;30;22;30;24;74;
47004;29;58;137;345;539;316;373;381;
61310;4;12;26;38;49;43;39;112;
11054;1;1;9;23;30;31;35;63;
47005;2;9;29;35;67;56;54;79;
23035;2;12;18;51;84;57;70;88;
24367;1;3;7;17;27;14;21;48;
35024;21;64;270;425;451;303;464;101;
62643;8;66;368;628;726;276;147;200;
23036;4;19;23;112;153;91;84;382;
24366;1;1;13;46;86;88;142;139;
35023;14;50;161;265;367;412;518;147;
62644;1;1;3;38;66;57;36;27;
35022;4;15;46;53;66;64;68;67;
62645;24;32;142;302;843;521;393;314;
23038;3;2;12;19;34;21;30;88;
35021;26;3;11;82;184;121;125;30;
62646;2;12;27;49;82;45;45;49;
61316;2;;8;6;10;9;12;11;
62648;1;2;5;25;57;58;49;37;
62649;3;10;26;64;134;63;32;46;
61309;3;12;43;154;246;173;243;485;
23030;16;65;174;282;327;129;153;464;
35029;5;18;42;127;154;141;165;176;
23031;8;23;76;194;202;87;79;261;
23032;2;8;18;53;138;64;68;154;
24362;4;16;50;114;149;152;221;461;
35027;2;10;49;89;159;177;196;44;
24365;7;2;6;14;26;23;27;60;
35026;2;2;3;5;9;9;16;7;
24364;2;2;19;34;78;57;73;200;
11056;1;2;5;15;22;19;22;92;
47003;2;3;9;17;45;46;84;70;
47001;856;751;1537;1783;1189;524;530;1765;
73309;2;;3;20;29;28;43;19;
73308;6;7;15;53;83;58;50;43;
11062;1;;4;1;2;3;3;39;
73307;59;54;46;30;31;21;26;1951;
11061;1;;4;14;31;30;45;32;
73306;13;32;107;112;96;57;73;3107;
11064;2;3;5;34;58;27;40;92;
11063;2;9;20;50;89;71;59;90;
73304;157;102;186;212;82;27;27;6096;
11066;4;1;7;13;18;11;6;222;
61321;1;1;15;29;43;34;46;18;
62652;4;9;39;136;189;158;114;94;
73303;74;211;605;977;786;386;294;558;
11065;1;4;4;6;9;4;5;25;
62653;1;3;3;23;43;38;67;23;
73302;1;3;6;18;38;34;39;27;
35013;5;22;90;198;366;422;420;280;
59002;17;46;187;506;606;264;205;123;
61323;1;2;7;11;17;11;16;23;
62654;1;7;15;26;72;83;87;35;
73301;6;10;27;28;65;84;130;51;
35012;28;139;319;506;692;657;593;394;
61324;1;19;53;127;143;109;82;311;
73300;30;68;190;221;221;193;412;339;
23048;1;6;18;34;58;45;52;162;
59004;4;5;24;48;87;102;182;34;
62656;1;2;12;29;100;103;139;17;
35010;2;11;26;96;163;147;174;107;
59003;3;;6;5;36;40;53;13;
61326;4;4;12;20;31;16;18;49;
62657;1;;13;16;47;50;59;32;
62659;1;;1;5;14;13;9;10;
61329;3;2;20;64;81;45;44;70;
24370;7;12;27;60;235;233;220;133;
59009;2705;609;1515;2323;1904;1028;863;905;
23040;1;2;4;10;19;11;22;36;
24372;18;120;227;499;784;470;387;474;
35019;4;14;78;164;228;138;169;264;
23041;1;7;14;22;32;24;31;120;
24371;1;2;8;22;65;46;65;82;
35018;2;14;44;76;120;93;105;78;
24374;1;1;7;18;46;27;46;50;
35017;4;4;16;46;69;56;66;33;
59006;1;;3;7;16;18;34;8;
35016;6;23;57;102;202;221;232;82;
59005;2;14;87;200;460;309;289;61;
24376;4;25;60;96;210;154;129;226;
59008;11;61;175;393;503;226;169;156;
23045;8;17;75;95;98;60;71;247;
24375;1;1;6;9;13;14;27;68;
35014;2;11;59;157;246;239;205;87;
59007;1;12;22;49;108;70;62;28;
11068;4;14;57;182;200;105;108;167;
11067;4;13;37;112;307;166;137;182;
11069;332;679;1657;1951;2212;1130;962;1901;
73318;23;18;31;16;12;12;17;2433;
62660;1;4;10;15;52;63;43;4;
73317;6;21;48;68;66;58;56;1363;
62661;2;3;4;30;72;50;46;35;
61331;1;2;5;12;17;13;17;38;
62662;3;2;19;29;102;91;95;65;
73315;3;;15;23;53;56;37;40;
11033;4;13;38;97;144;138;164;153;
11032;1;1;8;8;23;23;40;55;
62664;1;;4;3;22;19;37;8;
23013;6;14;89;121;177;79;109;203;
24345;2;2;9;21;45;52;84;52;
35002;3;11;29;74;141;143;245;79;
62665;2;2;5;13;39;23;21;34;
73312;2;10;19;54;77;90;114;68;
35001;20;51;310;524;600;577;593;184;
59012;33;16;93;231;393;272;238;232;
62666;15;35;149;321;416;197;115;113;
23015;1;7;33;57;102;87;98;211;
59015;10;67;135;261;413;250;196;288;
62667;47;265;761;1255;1133;426;206;641;
23016;1;2;9;11;22;14;20;74;
59014;73;143;417;602;529;252;172;281;
24348;1;2;6;13;28;26;69;95;
61339;10;40;99;181;243;195;190;420;
59011;39;134;334;593;913;583;456;165;
35009;2;15;50;141;173;132;181;134;
60009;12;31;70;119;155;149;144;64;
85307;2;8;28;88;93;60;77;2098;
60007;11;9;84;179;332;260;323;68;
24341;3;4;25;52;105;131;137;139;
35006;12;42;146;311;418;397;461;146;
59017;180;403;832;1120;1124;450;294;556;
60006;4;3;28;77;148;104;93;44;
24340;4;15;83;227;562;414;442;187;
59016;1;2;32;103;376;254;141;23;
60005;3;10;18;62;97;70;67;89;
85306;1;5;10;38;65;80;101;57;
23011;1;4;4;11;22;26;15;60;
35004;11;42;172;357;459;332;330;558;
85303;2;5;41;104;194;187;252;152;
23012;1;2;6;12;15;13;14;78;
35003;1;6;14;40;97;104;91;30;
59018;2;5;45;109;196;131;155;56;
60003;1;3;6;13;61;56;60;15;
85304;1;11;20;42;83;59;82;100;
85301;2;26;20;92;240;182;94;35;
60001;1;6;21;62;92;52;34;32;
85302;33;24;90;327;821;570;395;184;
11037;54;2;87;88;95;70;57;58;
11036;4;1;10;20;36;14;13;149;
85300;2;16;40;189;544;496;505;77;
11038;1;2;3;10;7;3;1;112;
11040;4;10;43;107;210;170;161;223;
73329;35;30;76;131;194;154;169;53;
73328;23;53;108;191;209;189;253;126;
61341;1;6;30;122;209;132;182;84;
62672;3;;8;29;98;65;54;23;
11041;6;10;46;91;171;126;139;224;
61342;2;14;53;167;232;82;71;79;
62673;1;3;9;38;69;59;72;25;
73326;2;6;50;84;152;181;331;33;
61344;1;14;47;117;116;100;85;132;
62675;1;1;9;11;36;22;25;10;
23024;1;4;7;26;110;49;46;54;
24356;8;19;69;148;225;153;189;291;
59024;20;56;259;418;593;277;207;170;
61345;11;34;93;188;290;158;188;452;
23025;6;15;53;115;183;123;117;263;
24355;1;2;13;24;48;59;62;138;
61346;3;2;5;16;24;12;29;75;
73322;6;9;35;49;58;50;31;1235;
23026;1;3;21;43;46;27;33;114;
59026;6;8;31;74;157;94;111;36;
62678;1;;6;30;66;68;79;22;
23027;2;5;11;13;48;22;22;69;
62679;1;4;7;12;24;35;47;14;
73320;3;6;29;86;104;78;79;55;
61349;2;2;3;6;25;13;21;15;
23029;2;6;16;21;22;21;18;129;
59022;1;5;38;99;301;187;231;43;
59021;12;47;74;180;264;152;80;26;
24350;1;6;50;161;327;250;215;119;
60019;1;;9;21;57;44;40;13;
23020;1;4;7;43;56;35;23;118;
24352;17;103;168;383;529;308;341;668;
59028;18;121;369;930;883;381;205;215;
60017;5;5;30;66;146;83;84;50;
23021;2;7;38;77;94;80;61;230;
60016;2;1;5;12;25;20;44;14;
23022;2;5;14;41;59;41;25;126;
24354;10;23;102;237;415;309;303;346;
60015;5;7;50;119;153;80;66;39;
24353;2;8;15;29;40;26;59;122;
59029;5;8;32;52;129;120;231;55;
60014;1;2;7;11;20;15;16;11;
60013;57;25;17;66;154;123;141;49;
60012;18;30;123;228;398;280;158;98;
11048;1;4;8;46;116;73;74;139;
60010;7;14;47;110;209;151;146;63;
11049;3;31;97;273;485;284;246;322;
97309;175;286;547;776;890;573;458;309;
62680;3;7;15;27;102;63;79;17;
97308;99;164;260;233;179;66;20;329;
61350;2;;4;17;19;14;13;26;
72008;12;53;154;470;854;424;368;157;
72006;1;6;53;138;310;119;153;77;
97305;90;131;271;644;842;354;214;542;
62684;4;8;33;145;428;171;109;59;
97304;235;356;590;725;710;317;126;434;
11011;1;4;16;38;45;48;70;64;
97307;261;329;638;814;1128;490;413;855;
11010;1;1;5;18;34;35;36;86;
72005;3;8;23;50;115;88;102;52;
97306;110;293;536;565;452;245;101;198;
24323;2;1;7;16;18;19;22;48;
59035;16;39;117;226;316;193;187;117;
72002;1;;3;10;29;18;27;40;
97301;25;28;57;72;51;19;12;129;
24322;647;792;1457;1776;1245;499;570;1225;
59034;4;18;55;107;236;255;400;68;
62688;19;51;194;290;615;322;296;352;
72003;4;96;227;653;561;178;100;159;
59037;7;52;136;327;524;279;179;188;
61358;4;2;9;13;22;27;23;16;
62689;1;;6;13;48;43;44;12;
97303;65;38;63;119;85;64;52;109;
24324;1;3;15;29;83;57;57;118;
59036;71;130;408;635;426;186;143;394;
72001;1;4;16;57;183;165;170;29;
97302;1336;1424;2363;2368;1354;572;339;1570;
24327;1;1;2;6;15;13;21;52;
73330;21;77;168;313;330;232;209;309;
24326;3;2;4;10;33;19;23;78;
24329;5;20;35;104;183;119;121;186;
59033;151;221;479;1085;1306;501;239;325;
24328;4;29;58;107;166;151;153;277;
59032;508;144;339;636;958;407;239;236;
60029;20;61;103;259;341;204;187;125;
59039;5;3;15;25;53;80;110;28;
60028;6;2;15;9;26;31;114;48;
59038;4;14;43;94;157;132;141;60;
60027;2;4;12;27;54;49;62;12;
24321;1;5;29;76;103;55;78;73;
60025;11;20;88;155;197;145;128;87;
11013;3;2;8;24;50;54;38;63;
60024;2;11;26;48;105;75;66;20;
11012;1;8;34;124;317;222;164;212;
60023;6;5;14;34;66;56;51;20;
11015;1;6;11;23;34;24;26;137;
60022;1;11;16;42;46;66;120;53;
11014;1;1;24;98;259;146;126;130;
60021;3;3;10;41;68;44;28;28;
11018;1;8;17;90;163;107;160;93;
62691;3;;11;39;89;73;91;28;
61361;1;2;7;11;17;21;17;22;
62692;1;;1;9;36;37;35;13;
72019;1;;6;18;50;21;42;37;
72017;2;;3;14;24;16;30;9;
11022;3;10;37;85;151;106;129;413;
11021;4;3;23;48;95;47;41;227;
72016;1;4;20;83;199;113;146;58;
23002;3;5;23;68;111;94;95;134;
59046;1;2;11;31;90;67;74;26;
61367;1;2;3;15;9;16;19;47;
72013;3;20;91;234;344;152;141;268;
62699;2;6;17;31;64;66;60;144;
23004;1;2;23;34;73;59;53;158;
24336;1;5;6;23;53;70;58;99;
61369;2;8;29;106;128;90;82;130;
72011;5;4;19;65;123;84;82;103;
23005;1;2;10;16;17;21;15;81;
24335;5;27;107;156;301;242;270;214;
24338;3;6;7;21;71;47;54;80;
59042;2;5;35;60;136;160;288;40;
23007;1;4;13;23;25;27;28;119;
59041;4;19;98;254;353;127;112;76;
23008;36;125;378;525;435;184;163;872;
59044;22;41;138;281;559;405;400;86;
24339;1;2;5;5;21;22;16;35;
59043;38;141;384;571;639;393;347;151;
24330;18;13;39;73;64;70;85;202;
60039;2;4;13;53;63;29;26;37;
59049;1;1;10;19;58;47;34;28;
23001;11;27;77;124;210;95;111;328;
24331;2;1;8;45;74;72;122;92;
11024;4;8;29;58;95;69;98;252;
11023;6;;16;46;98;66;72;58;
60034;3;4;27;62;143;105;94;30;
60033;1;7;20;40;72;96;139;54;
11025;1;4;7;12;34;34;42;18;
60032;3;3;11;34;85;72;67;56;
11027;1;4;31;30;95;93;78;84;
24309;12;20;96;261;504;285;297;287;
24308;4;3;12;69;114;84;75;95;
59051;31;163;451;694;873;371;209;307;
61372;1;;3;7;12;14;23;44;
61375;3;6;21;69;139;99;157;114;
72029;26;48;132;270;239;118;116;205;
61376;3;1;41;110;103;68;49;71;
72027;1;2;18;29;39;32;35;77;
24301;2;5;12;25;31;43;54;83;
25632;19;27;151;250;449;282;263;150;
59057;1;3;13;41;66;58;56;28;
72024;8;35;57;200;479;310;394;113;
72025;2;3;46;140;241;184;233;161;
24303;1;1;3;22;28;21;33;104;
59059;2;2;3;38;63;47;33;20;
25633;1;2;21;53;83;65;78;109;
59058;4;6;12;47;137;97;120;22;
72023;24;24;85;207;251;179;176;183;
59053;27;48;159;286;525;222;187;161;
59052;16;30;171;457;787;382;280;116;
72021;2;4;24;44;69;58;63;77;
24307;1;;;14;23;29;35;44;
59055;4;4;21;56;74;40;36;34;
59054;1;4;22;87;114;84;81;26;
84017;27;46;132;251;377;324;349;1021;
84016;27;68;266;384;703;478;378;207;
84019;16;128;225;550;632;342;310;506;
60047;3;8;30;43;69;56;100;42;
84018;2;3;14;32;62;43;58;145;
60045;4;6;22;31;45;40;68;27;
84012;14;28;112;217;298;194;235;372;
60044;4;13;68;162;233;117;87;40;
84015;1;3;19;29;38;29;29;216;
84014;16;28;71;105;129;84;96;173;
60042;5;7;55;89;173;126;148;38;
60041;1;38;127;201;263;156;111;59;
84011;2;3;11;19;26;26;62;85;
84010;2;11;40;32;66;75;114;80;
61382;3;22;39;112;143;86;91;76;
61384;1;1;11;16;33;22;24;62;
61385;1;3;13;36;39;32;21;85;
72039;7;27;210;479;511;290;256;403;
61386;2;3;29;48;52;44;35;112;
61387;1;4;32;56;84;45;39;162;
72037;1;;4;15;10;15;9;17;
61388;1;1;7;8;28;13;19;42;
72038;1;3;19;67;66;30;47;63;
24312;13;19;97;283;534;480;581;234;
59068;20;26;192;272;411;220;215;173;
61389;10;12;78;150;144;72;69;195;
72035;11;29;119;280;320;132;152;303;
97312;56;87;121;241;226;94;108;266;
24311;22;53;190;296;443;248;255;525;
59067;14;111;364;442;420;168;169;209;
97311;338;592;923;1092;754;304;104;396;
24314;2;;4;4;12;13;16;53;
97314;2;10;4;6;10;3;;4;
97313;57;73;107;202;265;148;141;161;
24316;4;8;26;58;121;77;79;180;
59063;7;13;75;168;291;169;125;122;
72032;2;6;16;23;51;30;26;57;
59066;1;1;4;4;18;21;20;10;
97310;54;79;104;155;197;152;98;391;
24317;1;3;6;18;36;17;39;53;
11009;1;26;59;113;191;135;131;155;
84009;11;21;71;117;181;108;148;208;
84006;3;;2;6;9;5;9;26;
84005;1;2;11;21;18;15;27;102;
60058;1;;7;12;30;24;23;21;
84007;2318;1606;3647;4499;2903;1254;890;4221;
60057;793;851;2634;3056;1769;630;494;1245;
84002;2;14;41;73;86;92;162;193;
11001;1;1;12;35;75;64;64;78;
84001;7;37;132;202;323;232;290;85;
11004;2;6;8;22;47;30;43;70;
84004;32;44;221;397;683;500;517;585;
84003;62;176;262;523;474;273;233;532;
11006;2;3;3;6;11;7;12;53;
60053;2;12;17;40;67;37;43;42;
11005;1;10;21;78;162;134;126;34;
11008;3;6;30;33;44;31;65;176;
11007;2;6;4;16;12;7;18;52;
60050;1;;3;28;41;38;24;9;
47082;1;1;6;8;32;15;36;48;
47083;1;;;3;8;14;22;13;
47080;2;1;2;4;14;22;20;43;
47081;2;1;14;22;62;74;134;42;
47088;6;13;36;36;64;70;71;56;
47086;12;20;51;78;144;118;159;237;
35093;76;231;418;534;379;311;365;2290;
35092;1;9;25;56;79;77;105;77;
35090;2;10;74;154;248;274;215;39;
35099;2;24;111;179;275;353;371;87;
35098;1;11;33;86;144;129;148;80;
35097;1;14;41;120;185;164;214;63;
35096;5;27;99;136;219;226;277;69;
35095;73;140;529;678;563;395;413;308;
35094;5;9;57;113;176;123;190;156;
47070;1;5;16;41;126;127;78;51;
47077;3;11;12;58;107;102;112;102;
47078;2;38;61;91;152;126;154;140;
47076;2;2;3;12;21;36;51;16;
47074;1;3;9;26;40;35;63;25;
35082;1;16;42;77;136;114;165;70;
35080;10;10;25;116;235;266;230;71;
35088;10;23;118;239;270;322;293;91;
35085;63;67;342;472;639;494;506;376;
35084;3;2;27;51;70;68;58;63;
23093;8;15;58;118;216;136;184;258;
47060;3;6;27;56;144;119;120;92;
23095;1;9;34;98;160;122;151;241;
23096;142;171;446;704;714;357;253;553;
23099;2;5;17;28;46;26;29;141;
47068;3;6;17;64;118;116;163;105;
47069;8;12;73;196;360;320;349;149;
47066;2;8;11;38;70;83;129;80;
50601;21;43;238;446;517;314;325;315;
50603;1;9;22;63;108;80;102;94;
23090;4;3;21;40;38;36;22;258;
47065;4;23;74;170;348;235;309;280;
23092;2;2;14;33;80;71;89;120;
50604;2;2;19;32;73;70;88;104;
35070;66;31;105;97;186;153;93;62;
50606;3;5;15;43;54;45;71;58;
50609;1;;5;13;16;16;17;12;
35079;1;15;52;123;208;257;266;41;
35078;5;4;54;121;109;105;114;345;
35077;2;3;7;13;32;31;44;37;
35076;14;34;172;308;387;407;321;153;
35072;1;19;36;103;200;174;148;104;
47050;1;1;1;4;11;9;34;21;
47057;8;9;43;100;177;125;162;252;
47055;2;11;9;32;83;44;65;113;
47056;1;;7;19;98;109;145;49;
47054;2;11;56;126;221;164;166;177;
50613;2;2;9;16;56;44;44;79;
47051;15;21;60;114;354;234;234;90;
50616;7;9;38;111;201;212;272;135;
47052;21;53;292;546;651;388;397;724;
50615;29;160;531;830;803;464;488;411;
50617;1;3;17;27;41;26;28;59;
11094;1;;2;2;2;4;1;13;
11099;14;20;65;175;354;238;201;145;
47048;3;6;41;96;171;133;139;189;
11098;3;5;23;42;101;114;101;100;
47049;9;42;93;198;287;203;191;216;
23079;53;51;116;174;177;117;102;422;
35068;30;93;325;589;601;556;614;205;
35067;2;8;19;63;135;163;197;34;
35066;65;204;703;942;856;524;552;277;
35065;4;10;84;151;287;241;149;52;
35063;1;4;6;24;48;37;59;13;
62604;13;52;177;238;369;254;503;3597;
11091;4;14;56;103;157;92;80;256;
35062;1;8;29;82;180;137;156;41;
11090;1;3;9;29;96;69;65;35;
35061;4;6;12;45;73;64;57;28;
62606;1;2;12;30;147;166;165;20;
23071;1;4;14;17;19;13;24;134;
23073;7;5;10;28;58;47;36;174;
23075;5;14;44;107;157;109;113;234;
23076;7;30;58;120;170;146;121;430;
23077;10;7;24;54;39;38;25;257;
23078;1;2;10;12;21;22;16;51;
35069;48;106;374;525;729;994;1227;270;
47046;1;2;5;20;74;80;71;43;
47044;1;2;2;15;29;39;48;67;
47042;2;2;1;8;15;23;28;23;
47043;5;7;39;97;168;117;151;110;
50624;3;;4;10;45;60;68;25;
47040;2;1;28;75;286;271;201;52;
23070;1;8;24;63;58;49;50;249;
47041;2;3;11;35;68;77;116;59;
50626;2;2;13;24;43;35;43;82;
50629;1;3;18;62;69;68;75;91;
47037;1;1;5;10;24;26;48;54;
35057;7;28;57;102;151;129;102;84;
62610;1;8;34;107;75;41;25;51;
35056;2;1;21;40;74;88;80;44;
35055;35;100;520;757;491;345;290;154;
62612;4;3;15;17;78;64;60;10;
35054;3;7;21;90;149;188;192;65;
62613;1;21;22;60;100;73;85;42;
62614;1;1;3;21;74;65;56;15;
35052;2;2;15;27;36;58;57;11;
35051;583;262;522;615;420;354;583;282;
35050;1;4;7;23;44;54;82;36;
62617;32;114;352;515;641;211;150;188;
23082;2;1;11;16;46;32;29;61;
62608;1;4;4;9;12;27;15;13;
23084;1;6;10;16;18;11;7;71;
62609;1;24;20;52;154;163;265;34;
35059;8;50;210;324;410;444;447;116;
23089;3;9;40;64;108;62;60;169;
35058;5;10;26;59;109;106;136;56;
47035;1;;3;15;30;33;46;29;
47036;1;1;5;12;53;35;57;41;
47034;1;11;10;34;71;53;91;40;
47031;9;36;116;404;846;519;353;321;
47032;11;53;162;495;870;624;604;282;
11071;1;4;8;13;32;27;18;87;
11070;1;2;16;19;39;38;37;46;
50639;58;123;329;511;494;235;229;480;
11073;1;3;5;11;6;6;2;13;
11075;4;9;19;9;14;15;7;88;
47029;1;2;11;28;56;55;79;141;
11076;158;130;336;539;560;265;232;276;
47027;2;11;36;162;576;309;244;140;
62620;2;4;20;122;197;143;104;45;
23057;3;6;36;64;73;44;34;157;
35046;1;2;16;43;81;53;30;55;
62621;4;16;33;82;201;162;175;52;
23058;1;;2;2;18;13;7;35;
24388;1;1;9;28;85;48;69;175;
35045;2;8;29;82;81;75;91;127;
35044;2;10;14;45;28;23;30;40;
62623;8;8;9;25;70;60;67;21;
62624;16;59;377;732;808;286;155;167;
35041;7;6;29;36;87;96;117;18;
35040;5;38;133;281;418;351;297;72;
62627;3;1;6;22;79;90;91;11;
62628;28;148;596;941;844;246;119;236;
62618;1;4;14;50;156;114;104;38;
23050;1;6;10;13;22;18;9;45;
