Date;Code_region;Filiere;Injection_quot
2021-01-19;32;Eolien;2166.099
2020-10-25;93;Solaire;146.9895
2021-08-08;24;Solaire;271.0565
2021-01-19;32;Eolien;5549.5303
2020-10-26;84;Hydraulique;73937.695
2021-08-08;32;Bioénergies;456.405
2021-01-19;32;Nucléaire;101882.48
2020-10-26;53;Thermique non renouvelable;0.0
2021-08-08;75;Solaire;1985.798
2021-01-20;32;Bioénergies;526.563
2020-10-26;44;Hydraulique;22907.996
2021-08-08;93;Solaire;484.5125
2021-01-20;11;Bioénergies;372.827
2020-10-26;32;Eolien;1500.534
2021-08-09;27;Solaire;282.174
2021-01-20;11;Thermique non renouvelable;5463.035
2020-10-26;32;Thermique non renouvelable;0.0
2021-08-09;53;Thermique non renouvelable;0.0
2021-01-21;84;Hydraulique;81607.71
2020-10-26;75;Hydraulique;7814.3296
2021-08-09;44;Hydraulique;29731.938
2021-01-21;28;Thermique non renouvelable;13418.705
2020-10-26;75;Nucléaire;134396.36
2021-08-09;32;Nucléaire;61406.418
2021-01-21;75;Hydraulique;20690.623
2020-10-26;75;Thermique non renouvelable;0.0
2021-08-09;75;Nucléaire;84328.38
2021-01-21;75;Solaire;260.657
2020-10-26;93;Eolien;145.7295
2021-08-09;93;Hydraulique;18825.922
2021-01-21;76;Nucléaire;55903.773
2020-10-26;93;Solaire;96.199
2021-08-09;93;Solaire;582.0265
2021-01-22;84;Hydraulique;98243.97
2020-10-26;93;Solaire;135.25
2021-08-10;84;Thermique non renouvelable;0.0
2021-01-22;27;Hydraulique;5012.0083
2020-10-27;27;Hydraulique;1250.427
2021-08-10;24;Solaire;226.3525
2021-01-22;44;Solaire;28.329
2020-10-27;27;Solaire;51.007
2021-08-10;32;Nucléaire;61172.375
2021-01-22;93;Hydraulique;21517.682
2020-10-27;24;Nucléaire;145321.81
2021-08-10;28;Nucléaire;162651.95
2021-01-23;27;Solaire;22.4055
2020-10-27;32;Nucléaire;63419.81
2021-08-11;27;Solaire;337.6055
2021-01-23;24;Eolien;1197.2095
2020-10-27;32;Thermique non renouvelable;0.0
2021-08-11;44;Solaire;621.1475
2021-01-23;32;Eolien;112.9095
2020-10-27;75;Thermique non renouvelable;15.639
2021-08-11;32;Thermique non renouvelable;0.0
2021-01-23;93;Solaire;156.376
2020-10-27;93;Bioénergies;958.665
2021-08-11;75;Nucléaire;63231.867
2021-01-24;84;Hydraulique;89183.766
2020-10-27;93;Solaire;433.157
2021-08-11;93;Solaire;474.308
2021-01-24;53;Thermique non renouvelable;0.0
2020-10-28;27;Hydraulique;1274.284
2021-08-11;93;Solaire;559.544
2021-01-24;44;Hydraulique;23143.977
2020-10-28;27;Solaire;93.21
2021-08-12;84;Thermique non renouvelable;0.0
2021-01-24;32;Eolien;796.452
2020-10-28;44;Eolien;1080.2555
2021-08-12;32;Thermique non renouvelable;0.0
2021-01-24;32;Nucléaire;108732.695
2020-10-28;32;Eolien;568.981
2021-08-12;28;Nucléaire;164356.67
2021-01-24;52;Thermique non renouvelable;0.0
2020-10-28;32;Nucléaire;62816.69
2021-08-12;75;Hydraulique;4766.899
2021-01-24;93;Solaire;322.277
2020-10-28;28;Thermique non renouvelable;0.0
2021-08-13;44;Hydraulique;30204.59
2021-01-25;27;Hydraulique;5806.593
2020-10-28;75;Hydraulique;9126.96
2021-08-13;76;Hydraulique;21220.68
2021-01-25;24;Solaire;178.6005
2020-10-28;75;Solaire;662.1975
2021-08-13;52;Thermique non renouvelable;0.0
2021-01-25;44;Nucléaire;215538.38
2020-10-28;93;Solaire;381.894
2021-08-13;93;Solaire;456.571
2021-01-25;44;Solaire;37.8885
2020-10-29;32;Eolien;3480.0645
2021-08-13;93;Solaire;514.4
2021-01-25;32;Thermique non renouvelable;708.625
2020-10-29;32;Eolien;443.614
2021-08-14;44;Hydraulique;30114.135
2021-01-25;76;Hydraulique;67216.73
2020-10-29;32;Nucléaire;62716.57
2021-08-14;44;Solaire;1001.504
2021-01-25;93;Solaire;216.616
2020-10-29;75;Solaire;917.9675
2021-08-14;75;Hydraulique;1858.942
2021-01-26;84;Nucléaire;255574.19
2020-10-29;76;Hydraulique;30914.469
2021-08-15;27;Hydraulique;636.526
2021-01-26;24;Nucléaire;235134.95
2020-10-29;93;Solaire;279.296
2021-08-15;24;Solaire;339.654
2021-01-26;32;Eolien;771.786
2020-10-30;27;Solaire;49.072
2021-08-15;44;Nucléaire;177404.47
2021-01-26;11;Thermique non renouvelable;8671.992
2020-10-30;44;Solaire;55.2355
2021-08-15;44;Solaire;895.9915
2021-01-26;75;Thermique non renouvelable;368.292
2020-10-30;32;Eolien;412.4385
2021-08-15;32;Thermique non renouvelable;0.0
2021-01-26;93;Bioénergies;960.3835
2020-10-30;32;Nucléaire;63444.344
2021-08-15;28;Nucléaire;125752.25
2021-01-26;93;Eolien;334.2035
2020-10-30;75;Hydraulique;8455.534
2021-08-15;93;Bioénergies;895.7715
2021-01-27;24;Solaire;17.8285
2020-10-30;75;Solaire;1117.229
2021-08-15;93;Thermique non renouvelable;0.0
2021-01-27;44;Nucléaire;213622.27
2020-10-30;93;Solaire;391.9205
2021-08-16;27;Solaire;118.467
2021-01-27;32;Nucléaire;108289.695
2020-10-31;84;Eolien;99.835
2021-08-16;53;Thermique non renouvelable;0.0
2021-01-27;75;Thermique non renouvelable;367.86
2020-10-31;84;Nucléaire;186786.25
2021-08-16;24;Eolien;1173.741
2021-01-27;93;Solaire;290.2625
2020-10-31;44;Hydraulique;23941.83
2021-08-16;24;Nucléaire;166912.92
2021-01-28;84;Eolien;509.3315
2019-09-17;75;Solaire;1635.1584
2020-10-31;44;Nucléaire;245911.77
2021-08-16;32;Bioénergies;537.774
2021-01-28;84;Hydraulique;90489.586
2019-09-18;84;Hydraulique;26197.148
2020-10-31;32;Eolien;2783.2195
2021-08-16;32;Eolien;2076.171
2021-01-28;84;Nucléaire;251238.44
2019-09-18;84;Nucléaire;226366.56
2020-10-31;75;Nucléaire;115112.88
2021-08-16;28;Thermique non renouvelable;0.0
2021-01-28;53;Thermique non renouvelable;0.0
2019-09-18;24;Nucléaire;156708.45
2020-10-31;75;Thermique non renouvelable;0.0
2021-08-16;93;Hydraulique;17243.383
2021-01-28;44;Nucléaire;208171.55
2019-09-18;11;Thermique non renouvelable;0.0
2020-10-31;93;Bioénergies;973.636
2021-08-17;27;Solaire;172.9785
2021-01-28;32;Bioénergies;338.895
2019-09-19;24;Eolien;1808.03
2020-10-31;93;Solaire;286.602
2021-08-17;76;Eolien;508.5995
2021-01-28;32;Thermique non renouvelable;691.1305
2019-09-19;44;Thermique non renouvelable;32783.363
2020-11-01;53;Thermique non renouvelable;0.0
2021-08-17;76;Hydraulique;15057.534
2021-01-28;28;Nucléaire;134562.75
2019-09-19;75;Solaire;1743.564
2020-11-01;24;Nucléaire;152728.12
2021-08-18;84;Hydraulique;56330.67
2021-01-28;75;Nucléaire;155407.45
2019-09-19;75;Thermique non renouvelable;0.0
2020-11-01;44;Solaire;42.018
2021-08-18;27;Hydraulique;1477.123
2021-01-28;76;Eolien;4154.1597
2019-09-19;93;Hydraulique;8438.659
2020-11-01;32;Eolien;3759.077
2021-08-18;44;Hydraulique;29627.807
2021-01-28;76;Hydraulique;50140.94
2019-09-20;27;Solaire;313.3985
2020-11-01;76;Hydraulique;13838.769
2021-08-18;75;Hydraulique;1995.4764
2021-01-29;53;Thermique non renouvelable;0.0
2019-09-20;44;Solaire;631.259
2020-11-02;84;Hydraulique;65392.844
2021-08-18;75;Solaire;828.244
2021-01-29;32;Bioénergies;285.42
2019-09-20;93;Hydraulique;9742.353
2020-11-02;24;Nucléaire;157448.61
2021-08-18;93;Hydraulique;17254.6
2021-01-29;32;Eolien;2348.508
2019-09-20;93;Thermique non renouvelable;22050.352
2020-11-02;24;Solaire;44.0535
2021-08-19;24;Solaire;159.718
2021-01-29;32;Eolien;735.8225
2019-09-21;84;Hydraulique;18959.705
2020-11-02;11;Thermique non renouvelable;0.0
2021-08-19;44;Hydraulique;27350.672
2021-01-29;32;Nucléaire;107939.875
2019-09-21;53;Thermique non renouvelable;0.0
2020-11-02;75;Nucléaire;102222.84
2021-08-19;44;Solaire;0.0
2021-01-29;75;Solaire;587.8755
2019-09-21;24;Solaire;288.479
2020-11-02;75;Thermique non renouvelable;0.0
2021-08-19;32;Thermique non renouvelable;0.0
2021-01-29;75;Thermique non renouvelable;367.998
2019-09-21;32;Eolien;187.7665
2020-11-03;24;Solaire;116.939
2021-08-19;75;Solaire;692.754
2021-01-29;76;Eolien;411.5875
2019-09-21;28;Nucléaire;86881.086
2020-11-03;44;Nucléaire;248514.14
2021-08-19;93;Hydraulique;16909.455
2021-01-29;76;Hydraulique;49101.58
2019-09-21;75;Nucléaire;132431.5
2020-11-03;32;Eolien;1293.375
2021-08-19;93;Solaire;447.696
2021-01-29;93;Hydraulique;34872.324
2019-09-21;75;Thermique non renouvelable;0.0
2020-11-03;32;Eolien;459.8905
2021-08-19;93;Thermique non renouvelable;0.0
2021-01-30;24;Eolien;1441.9895
2019-09-21;93;Bioénergies;914.8525
2020-11-03;75;Hydraulique;4189.3164
2021-08-20;84;Nucléaire;239773.1
2021-01-30;24;Nucléaire;231516.42
2019-09-22;84;Hydraulique;20033.934
2020-11-03;75;Solaire;505.844
2021-08-20;44;Solaire;578.6895
2021-01-30;44;Eolien;585.47
2019-09-22;84;Thermique non renouvelable;0.0
2020-11-03;93;Hydraulique;27238.686
2021-08-20;11;Thermique non renouvelable;0.0
2021-01-30;32;Eolien;290.952
2019-09-22;27;Solaire;96.8255
2020-11-04;84;Hydraulique;72428.625
2021-08-20;75;Solaire;2100.374
2021-01-30;28;Nucléaire;130513.8
2019-09-22;44;Nucléaire;168046.22
2020-11-04;27;Hydraulique;1174.5895
2021-08-20;76;Hydraulique;14887.043
2021-01-30;75;Hydraulique;25069.459
2019-09-22;32;Thermique non renouvelable;0.0
2020-11-04;24;Eolien;387.1825
2021-08-20;52;Thermique non renouvelable;20124.904
2021-01-30;75;Solaire;467.992
2019-09-22;93;Bioénergies;1023.779
2020-11-04;24;Solaire;188.6715
2021-08-21;84;Hydraulique;49524.406
2021-01-30;93;Hydraulique;22223.0
2019-09-23;24;Nucléaire;134732.19
2020-11-04;44;Hydraulique;23643.707
2021-08-21;84;Thermique non renouvelable;0.0
2021-01-31;27;Hydraulique;6106.4595
2019-09-23;44;Hydraulique;17551.326
2020-11-04;44;Thermique non renouvelable;17290.256
2021-08-21;27;Hydraulique;694.9925
2021-01-31;32;Thermique non renouvelable;699.9195
2019-09-23;44;Thermique non renouvelable;33405.05
2020-11-04;32;Thermique non renouvelable;717.6125
2021-08-21;32;Thermique non renouvelable;0.0
2021-01-31;11;Bioénergies;371.415
2019-09-23;93;Bioénergies;979.738
2020-11-04;28;Nucléaire;152897.64
2021-08-21;11;Thermique non renouvelable;0.0
2021-01-31;75;Nucléaire;123747.43
2019-09-24;27;Solaire;82.2065
2020-11-04;76;Eolien;588.7315
2021-08-21;75;Thermique non renouvelable;0.0
2021-03-01;84;Hydraulique;99120.36
2019-09-24;44;Eolien;678.34
2020-11-05;84;Eolien;52.322
2021-08-22;84;Eolien;58.0755
2021-03-01;24;Nucléaire;211816.86
2019-09-24;44;Solaire;103.765
2020-11-05;84;Hydraulique;65755.836
2021-08-22;84;Hydraulique;39222.68
2021-03-01;44;Hydraulique;21997.107
2019-09-25;27;Solaire;136.1005
2020-11-05;24;Eolien;1608.861
2021-08-22;84;Nucléaire;214480.2
2021-03-01;44;Solaire;540.758
2019-09-25;44;Eolien;824.934
2020-11-05;24;Nucléaire;200626.73
2021-08-22;32;Eolien;280.3025
2021-03-01;75;Solaire;1251.3455
2019-09-25;44;Hydraulique;17634.906
2020-11-05;24;Solaire;196.34
2021-08-22;32;Nucléaire;80511.69
2021-03-01;75;Thermique non renouvelable;38.193
2019-09-25;44;Nucléaire;174595.73
2020-11-05;32;Thermique non renouvelable;721.204
2021-08-22;76;Eolien;490.728
2021-03-01;76;Eolien;1639.408
2019-09-25;44;Thermique non renouvelable;32765.824
2020-11-05;76;Eolien;834.1215
2021-08-22;93;Thermique non renouvelable;0.0
2021-03-01;76;Eolien;324.0555
2019-09-25;32;Nucléaire;84817.914
2020-11-05;93;Hydraulique;30792.12
2021-08-23;93;Thermique non renouvelable;0.0
2021-03-01;93;Solaire;383.535
2019-09-25;76;Eolien;846.896
2020-11-05;93;Solaire;428.4125
2021-08-24;84;Eolien;163.4915
2021-03-01;93;Solaire;468.888
2019-09-25;76;Eolien;264.732
2020-11-06;44;Eolien;314.9475
2021-08-24;84;Nucléaire;214193.61
2021-03-02;44;Nucléaire;115297.92
2019-09-25;93;Solaire;421.5465
2020-11-06;32;Eolien;200.2075
2021-08-24;84;Thermique non renouvelable;0.0
2021-03-02;44;Thermique non renouvelable;20345.752
2019-09-25;93;Thermique non renouvelable;24215.617
2020-11-06;28;Thermique non renouvelable;1236.9835
2021-08-24;27;Solaire;317.593
2021-03-02;32;Thermique non renouvelable;22075.88
2019-09-26;44;Eolien;884.365
2020-11-06;75;Hydraulique;6632.0767
2021-08-24;32;Eolien;272.0115
2021-03-02;32;Thermique non renouvelable;711.9645
2019-09-26;44;Hydraulique;18483.936
2020-11-06;75;Thermique non renouvelable;0.0
2021-08-24;32;Nucléaire;83445.79
2021-03-02;28;Nucléaire;181422.7
2020-11-06;93;Solaire;287.672
2021-08-24;76;Eolien;1075.9685
2021-03-02;76;Eolien;2016.162
2020-11-06;93;Solaire;374.2215
2021-08-25;44;Solaire;681.4
2021-03-03;84;Nucléaire;236774.9
2020-11-07;53;Thermique non renouvelable;0.0
2021-08-25;32;Eolien;178.3295
2021-03-03;27;Hydraulique;2864.94
2020-11-07;44;Hydraulique;21245.293
2021-08-25;28;Thermique non renouvelable;0.0
2021-03-03;32;Thermique non renouvelable;23242.8
2020-11-07;75;Hydraulique;5234.111
2021-08-25;52;Thermique non renouvelable;0.0
2021-03-03;32;Thermique non renouvelable;705.8075
2020-11-08;84;Hydraulique;37245.36
2021-08-25;93;Thermique non renouvelable;0.0
2021-03-03;76;Eolien;169.108
2020-11-08;27;Solaire;90.212
2021-08-26;84;Hydraulique;54433.81
2021-03-03;76;Hydraulique;53001.38
2020-11-08;32;Eolien;165.8905
2021-08-26;24;Solaire;132.107
2021-03-03;93;Hydraulique;26772.121
2020-11-08;32;Thermique non renouvelable;0.0
2021-08-26;44;Nucléaire;181265.97
2021-03-03;93;Solaire;158.1385
2020-11-08;32;Thermique non renouvelable;699.8775
2021-08-26;32;Bioénergies;368.55
2021-03-04;44;Nucléaire;153440.5
2020-11-08;76;Eolien;711.406
2021-08-26;93;Bioénergies;914.763
2021-03-04;32;Thermique non renouvelable;711.062
2020-11-08;76;Eolien;923.7205
2021-08-26;93;Solaire;480.781
2021-03-04;93;Solaire;256.2415
2020-11-08;52;Thermique non renouvelable;0.0
2021-08-27;24;Eolien;564.146
2021-03-05;27;Hydraulique;2176.9326
2020-11-09;44;Hydraulique;20565.97
2021-08-27;11;Thermique non renouvelable;0.0
2021-03-05;27;Solaire;52.186
2020-11-09;44;Solaire;300.6175
2021-08-27;28;Thermique non renouvelable;0.0
2021-03-05;24;Eolien;1129.9335
2020-11-09;75;Solaire;533.362
2021-08-27;75;Thermique non renouvelable;0.0
2021-03-05;44;Nucléaire;154541.1
2020-11-09;93;Solaire;299.116
2021-08-27;93;Eolien;282.702
2021-03-05;32;Thermique non renouvelable;719.7555
2020-11-10;32;Eolien;99.855
2021-08-28;84;Eolien;891.719
2021-03-05;75;Solaire;1134.2155
2020-11-10;32;Eolien;207.432
2021-08-28;84;Eolien;284.296
2021-03-05;75;Thermique non renouvelable;0.0
2020-11-10;32;Thermique non renouvelable;701.767
2021-08-28;84;Thermique non renouvelable;0.0
2021-03-06;24;Solaire;306.8845
2020-11-10;93;Solaire;377.019
2021-08-28;27;Solaire;165.785
2021-03-06;32;Eolien;2264.7065
2020-11-11;44;Hydraulique;19061.709
2021-08-28;24;Eolien;717.294
2021-03-06;75;Nucléaire;119893.97
2020-11-11;32;Eolien;220.7665
2021-08-28;76;Eolien;2187.772
2021-03-06;93;Bioénergies;987.5455
2020-11-11;32;Thermique non renouvelable;693.4975
2021-08-28;52;Thermique non renouvelable;0.0
2021-03-06;93;Solaire;269.3915
2020-11-11;11;Thermique non renouvelable;0.0
2021-08-28;93;Thermique non renouvelable;0.0
2021-03-07;27;Solaire;156.4305
2020-11-11;93;Bioénergies;879.9785
2021-08-29;24;Nucléaire;186107.22
2021-03-07;24;Solaire;299.5865
2020-11-12;44;Hydraulique;19671.424
2021-08-29;44;Nucléaire;181442.73
2021-03-07;44;Solaire;556.8335
2020-11-12;32;Nucléaire;86357.484
2021-08-29;32;Eolien;607.038
2021-03-07;32;Bioénergies;551.688
2020-11-12;75;Thermique non renouvelable;0.0
2021-08-29;32;Eolien;141.1225
2021-03-07;28;Thermique non renouvelable;15082.064
2020-11-12;76;Hydraulique;26201.447
2021-08-29;75;Nucléaire;101012.87
2021-03-07;75;Solaire;353.4825
2020-11-13;84;Hydraulique;53307.965
2021-08-29;75;Thermique non renouvelable;0.0
2021-03-07;76;Nucléaire;61667.367
2020-11-13;84;Nucléaire;227260.27
2021-08-29;76;Hydraulique;9962.304
2021-03-07;93;Bioénergies;962.533
2020-11-13;53;Thermique non renouvelable;0.0
2021-08-29;93;Solaire;512.9315
2021-03-08;84;Nucléaire;231682.56
2020-11-13;24;Eolien;1158.1995
2021-08-30;84;Hydraulique;55255.766
2021-03-08;44;Nucléaire;155008.77
2020-11-13;76;Hydraulique;25034.117
2021-08-30;28;Nucléaire;199311.89
2021-03-08;44;Solaire;541.2985
2020-11-13;93;Hydraulique;24738.367
2021-08-30;52;Thermique non renouvelable;0.0
2021-03-08;32;Nucléaire;86977.664
2020-11-14;84;Hydraulique;36033.633
2021-08-31;84;Eolien;333.325
2021-03-08;32;Thermique non renouvelable;717.9165
2020-11-14;53;Thermique non renouvelable;0.0
2021-08-31;84;Eolien;162.599
2021-03-09;27;Solaire;69.8715
2020-11-14;24;Eolien;1454.738
2021-08-31;84;Hydraulique;52103.996
2021-03-09;24;Nucléaire;202771.03
2020-11-14;44;Eolien;346.815
2021-08-31;24;Solaire;195.7265
2021-03-09;32;Bioénergies;547.206
2020-11-14;44;Hydraulique;16729.918
2021-08-31;44;Hydraulique;26019.725
2021-03-09;32;Nucléaire;86944.54
2020-11-14;32;Bioénergies;450.276
2021-08-31;32;Eolien;142.75
2021-03-09;75;Solaire;1408.789
2020-11-14;32;Eolien;1453.827
2021-08-31;32;Nucléaire;83402.24
2021-03-09;76;Hydraulique;47662.395
2020-11-14;32;Thermique non renouvelable;683.4645
2021-08-31;28;Thermique non renouvelable;0.0
2021-03-09;93;Bioénergies;956.983
2020-11-14;75;Thermique non renouvelable;0.0
2021-08-31;75;Thermique non renouvelable;0.0
2021-03-10;27;Solaire;69.45
2020-11-14;76;Eolien;1973.6014
2021-06-28;32;Thermique non renouvelable;0.0
2021-03-10;32;Nucléaire;86869.84
2020-11-15;84;Hydraulique;30696.678
2021-06-28;93;Bioénergies;953.519
2021-03-10;75;Nucléaire;125156.45
2020-11-15;84;Thermique non renouvelable;0.0
2021-06-28;93;Hydraulique;26445.363
2021-03-10;76;Hydraulique;42855.336
2020-11-15;44;Hydraulique;16577.902
2021-06-28;93;Solaire;448.84
2021-03-11;32;Eolien;7027.792
2020-11-15;32;Eolien;2547.766
2021-06-29;84;Hydraulique;96362.56
2021-03-11;76;Eolien;680.791
2020-11-15;32;Eolien;724.407
2021-06-29;24;Nucléaire;151558.55
2021-03-11;93;Thermique non renouvelable;0.0
2020-11-15;76;Eolien;1458.0565
2021-06-29;44;Hydraulique;28822.602
2021-03-12;84;Nucléaire;230649.78
2020-11-15;76;Nucléaire;0.0
2021-06-29;44;Solaire;241.7045
2021-03-12;24;Eolien;2318.914
2020-11-15;93;Thermique non renouvelable;1066.953
2021-06-29;44;Thermique non renouvelable;23017.816
2021-03-12;32;Nucléaire;86531.24
2019-05-28;84;Hydraulique;84166.86
2020-11-16;24;Nucléaire;213509.11
2021-06-29;76;Eolien;2158.4585
2021-03-12;75;Thermique non renouvelable;0.0
2019-05-28;27;Hydraulique;668.382
2020-11-16;24;Solaire;37.155
2021-06-30;53;Thermique non renouvelable;0.0
2021-03-12;93;Solaire;388.2455
2019-05-28;75;Nucléaire;131832.14
2020-11-16;44;Hydraulique;17590.527
2021-06-30;44;Nucléaire;182296.8
2021-03-12;93;Thermique non renouvelable;0.0
2019-05-28;75;Solaire;1378.02
2020-11-16;32;Thermique non renouvelable;690.7415
2021-06-30;32;Thermique non renouvelable;0.0
2021-03-13;84;Nucléaire;195140.03
2019-05-28;76;Hydraulique;28388.9
2020-11-16;76;Nucléaire;0.0
2021-06-30;75;Thermique non renouvelable;0.0
2021-03-13;32;Eolien;2623.522
2019-05-29;44;Solaire;479.323
2020-11-17;84;Hydraulique;67770.586
2021-06-30;93;Eolien;93.3025
2021-03-13;32;Eolien;6748.7163
2019-05-29;75;Thermique non renouvelable;0.0
2020-11-17;84;Nucléaire;249852.52
2021-07-01;24;Nucléaire;162055.47
2021-03-13;28;Nucléaire;187642.06
2019-05-29;76;Eolien;574.9435
2020-11-17;24;Nucléaire;221113.5
2021-07-01;24;Solaire;242.3595
2021-03-14;84;Hydraulique;51191.34
2019-05-29;93;Hydraulique;40630.85
2020-11-17;44;Solaire;103.1715
2021-07-01;44;Solaire;353.2035
2021-03-14;24;Solaire;163.214
2019-09-26;32;Eolien;1458.555
2019-05-29;93;Solaire;644.9935
2020-11-17;32;Eolien;860.055
2021-07-01;32;Nucléaire;85332.266
2021-03-14;44;Hydraulique;21878.475
2019-09-27;44;Hydraulique;18028.277
2019-05-30;44;Nucléaire;102609.11
2020-11-17;76;Nucléaire;0.0
2021-07-01;75;Hydraulique;11167.815
2021-03-14;32;Eolien;634.6755
2019-09-27;75;Solaire;1003.6875
2019-05-30;32;Eolien;361.689
2020-11-18;84;Nucléaire;244855.48
2021-07-01;75;Nucléaire;59928.69
2021-03-14;32;Nucléaire;101629.125
2019-09-27;93;Solaire;436.1915
2019-05-30;11;Thermique non renouvelable;0.0
2020-11-18;44;Hydraulique;17902.102
2021-07-01;75;Thermique non renouvelable;0.0
2021-03-14;32;Thermique non renouvelable;0.0
2019-09-28;24;Eolien;1745.564
2019-05-30;75;Thermique non renouvelable;0.0
2020-11-18;44;Solaire;364.2725
2021-07-01;93;Eolien;77.957
2021-03-14;75;Nucléaire;119678.375
2019-09-28;75;Nucléaire;135697.39
2019-05-30;93;Hydraulique;23278.77
2020-11-18;32;Eolien;3060.399
2021-07-02;84;Hydraulique;97606.42
2021-03-14;76;Eolien;523.756
2019-09-28;75;Solaire;1321.3925
2019-05-30;93;Solaire;641.4615
2020-11-18;32;Thermique non renouvelable;699.889
2021-07-02;84;Nucléaire;237083.7
2021-03-14;76;Hydraulique;13934.815
2019-09-28;93;Solaire;442.83
2019-05-30;93;Thermique non renouvelable;1035.8185
2020-11-18;75;Solaire;849.326
2021-07-02;44;Solaire;581.921
2021-03-15;84;Nucléaire;234947.03
2019-09-29;24;Solaire;93.7875
2019-05-31;44;Nucléaire;102810.45
2020-11-18;75;Thermique non renouvelable;0.0
2021-07-02;32;Nucléaire;83161.32
2021-03-15;24;Solaire;151.4055
2019-09-29;44;Eolien;1371.1425
2019-05-31;32;Eolien;91.695
2020-11-19;27;Solaire;101.9545
2021-07-02;76;Hydraulique;19626.242
2021-03-15;44;Nucléaire;151949.25
2019-09-29;28;Nucléaire;69069.83
2019-05-31;75;Nucléaire;135275.55
2020-11-19;32;Nucléaire;95792.17
2021-07-03;27;Solaire;96.2525
2021-03-15;32;Eolien;1683.114
2019-09-29;28;Thermique non renouvelable;0.0
2019-05-31;52;Thermique non renouvelable;0.0
2020-11-19;76;Hydraulique;19405.121
2021-07-03;53;Thermique non renouvelable;0.0
2021-03-15;32;Thermique non renouvelable;706.452
2019-09-29;76;Hydraulique;4167.079
2020-11-19;93;Hydraulique;20281.178
2021-07-03;44;Hydraulique;29877.607
2021-03-15;76;Eolien;5744.645
2019-09-30;44;Hydraulique;16982.414
2020-11-20;84;Hydraulique;66026.266
2021-07-03;44;Nucléaire;183504.33
2021-03-15;93;Eolien;325.2495
2019-09-30;32;Nucléaire;59904.07
2020-11-20;84;Nucléaire;246516.48
2021-07-03;44;Solaire;402.112
2021-03-15;93;Hydraulique;16502.977
2019-09-30;32;Thermique non renouvelable;0.0
2020-11-20;53;Thermique non renouvelable;0.0
2021-07-03;32;Bioénergies;386.481
2021-03-15;93;Solaire;408.675
2019-09-30;28;Nucléaire;72488.16
2020-11-20;32;Thermique non renouvelable;720.767
2021-07-03;75;Hydraulique;8738.507
2021-03-16;44;Hydraulique;23112.307
2019-09-30;75;Thermique non renouvelable;0.0
2020-11-20;75;Hydraulique;6635.2227
2021-07-03;75;Solaire;1513.0085
2021-03-16;28;Nucléaire;181287.84
2019-09-30;76;Nucléaire;54148.305
2020-11-20;76;Eolien;5444.186
2021-07-04;53;Thermique non renouvelable;0.0
2021-03-16;75;Nucléaire;123548.09
2019-09-30;93;Hydraulique;9851.178
2020-11-20;93;Solaire;293.188
2021-07-04;24;Nucléaire;148967.45
2021-03-16;75;Solaire;1133.3655
2019-10-01;24;Nucléaire;128925.65
2020-11-21;84;Nucléaire;244435.9
2021-07-04;24;Solaire;237.73
2021-03-16;76;Eolien;650.739
2019-10-01;44;Thermique non renouvelable;30396.766
2020-11-21;24;Nucléaire;208759.64
2021-07-04;44;Hydraulique;29982.297
2021-03-16;93;Solaire;0.0
2019-10-01;93;Thermique non renouvelable;15430.969
2020-11-21;24;Solaire;152.576
2021-07-04;11;Thermique non renouvelable;0.0
2021-03-17;27;Solaire;71.0335
2019-10-02;44;Thermique non renouvelable;31258.672
2020-11-21;32;Nucléaire;105858.75
2021-07-04;75;Hydraulique;6682.056
2021-03-17;44;Solaire;118.602
2019-10-02;28;Thermique non renouvelable;0.0
2020-11-21;32;Thermique non renouvelable;712.4265
2021-07-04;75;Nucléaire;51611.668
2021-03-17;32;Eolien;1435.716
2019-10-02;76;Nucléaire;52338.05
2020-11-21;75;Hydraulique;3289.192
2021-07-05;27;Hydraulique;1716.993
2021-03-17;32;Eolien;300.4995
2019-10-02;93;Eolien;231.072
2020-11-21;75;Thermique non renouvelable;0.0
2021-07-05;53;Thermique non renouvelable;0.0
2021-03-17;75;Hydraulique;11517.122
2019-10-03;84;Nucléaire;245276.2
2020-11-21;93;Solaire;206.1125
2021-07-05;44;Hydraulique;29334.594
2021-03-17;76;Eolien;636.8335
2019-10-03;28;Nucléaire;88260.266
2020-11-21;93;Solaire;235.1365
2021-07-05;44;Solaire;383.4395
2021-03-17;93;Hydraulique;22582.09
2019-10-03;93;Solaire;415.225
2020-11-21;93;Thermique non renouvelable;23906.246
2021-07-05;32;Bioénergies;300.057
2021-03-18;44;Thermique non renouvelable;21571.969
2019-10-04;24;Solaire;65.405
2020-11-22;53;Thermique non renouvelable;0.0
2021-07-05;28;Nucléaire;159747.22
2021-03-18;32;Nucléaire;109371.6
2019-10-04;32;Nucléaire;64347.664
2020-11-22;24;Nucléaire;218115.34
2021-07-05;28;Thermique non renouvelable;0.0
2021-03-18;75;Hydraulique;15864.575
2019-10-04;32;Thermique non renouvelable;0.0
2020-11-22;32;Bioénergies;485.991
2021-07-05;75;Nucléaire;65836.42
2021-03-18;75;Nucléaire;115959.91
2019-10-04;75;Solaire;863.624
2020-11-22;32;Eolien;1252.4105
2021-07-06;84;Hydraulique;83132.94
2021-03-18;76;Hydraulique;54373.453
2019-10-04;76;Nucléaire;56673.58
2020-11-22;32;Thermique non renouvelable;651.7255
